county,town,office,district,party,candidate,votes
Hartford,Bloomfield,President,,Democratic,Bill Bradley,572
Tolland,Bolton,President,,Democratic,Bill Bradley,118
New London,Bozrah,President,,Democratic,Bill Bradley,98
New Haven,Branford,President,,Democratic,Bill Bradley,826
Fairfield,Bridgeport,President,,Democratic,Bill Bradley,1820
Litchfield,Bridgewater,President,,Democratic,Bill Bradley,51
Hartford,Bristol,President,,Democratic,Bill Bradley,1100
Fairfield,Brookfield,President,,Democratic,Bill Bradley,308
Windham,Brooklyn,President,,Democratic,Bill Bradley,113
Hartford,Burlington,President,,Democratic,Bill Bradley,185
Litchfield,Canaan,President,,Democratic,Bill Bradley,35
Windham,Canterbury,President,,Democratic,Bill Bradley,87
Hartford,Canton,President,,Democratic,Bill Bradley,298
Windham,Chaplin,President,,Democratic,Bill Bradley,47
New Haven,Cheshire,President,,Democratic,Bill Bradley,579
Middlesex,Chester,President,,Democratic,Bill Bradley,134
Middlesex,Clinton,President,,Democratic,Bill Bradley,273
New London,Colchester,President,,Democratic,Bill Bradley,247
Litchfield,Colebrook,President,,Democratic,Bill Bradley,34
Tolland,Columbia,President,,Democratic,Bill Bradley,181
Litchfield,Cornwall,President,,Democratic,Bill Bradley,72
Tolland,Coventry,President,,Democratic,Bill Bradley,295
Middlesex,Cromwell,President,,Democratic,Bill Bradley,286
Fairfield,Danbury,President,,Democratic,Bill Bradley,1040
Fairfield,Darien,President,,Democratic,Bill Bradley,427
Middlesex,Deep River,President,,Democratic,Bill Bradley,126
New Haven,Derby,President,,Democratic,Bill Bradley,302
Middlesex,Durham,President,,Democratic,Bill Bradley,189
Windham,Eastford,President,,Democratic,Bill Bradley,29
Hartford,East Granby,President,,Democratic,Bill Bradley,106
Middlesex,East Haddam,President,,Democratic,Bill Bradley,196
Middlesex,East Hampton,President,,Democratic,Bill Bradley,258
Hartford,East Hartford,President,,Democratic,Bill Bradley,1090
New Haven,East Haven,President,,Democratic,Bill Bradley,321
New London,East Lyme,President,,Democratic,Bill Bradley,393
Fairfield,Easton,President,,Democratic,Bill Bradley,160
Hartford,East Windsor,President,,Democratic,Bill Bradley,165
Tolland,Ellington,President,,Democratic,Bill Bradley,181
Hartford,Enfield,President,,Democratic,Bill Bradley,883
Middlesex,Essex,President,,Democratic,Bill Bradley,177
Fairfield,Fairfield,President,,Democratic,Bill Bradley,1389
Hartford,Farmington,President,,Democratic,Bill Bradley,540
New London,Franklin,President,,Democratic,Bill Bradley,35
Hartford,Glastonbury,President,,Democratic,Bill Bradley,1107
Litchfield,Goshen,President,,Democratic,Bill Bradley,53
Hartford,Granby,President,,Democratic,Bill Bradley,280
Fairfield,Greenwich,President,,Democratic,Bill Bradley,1296
New London,Griswold,President,,Democratic,Bill Bradley,228
New London,Groton,President,,Democratic,Bill Bradley,466
New Haven,Guilford,President,,Democratic,Bill Bradley,638
Middlesex,Haddam,President,,Democratic,Bill Bradley,227
New Haven,Hamden,President,,Democratic,Bill Bradley,1406
Windham,Hampton,President,,Democratic,Bill Bradley,61
Hartford,Hartford,President,,Democratic,Bill Bradley,1560
Hartford,Hartland,President,,Democratic,Bill Bradley,44
Litchfield,Harwinton,President,,Democratic,Bill Bradley,115
Tolland,Hebron,President,,Democratic,Bill Bradley,204
Litchfield,Kent,President,,Democratic,Bill Bradley,102
Windham,Killingly,President,,Democratic,Bill Bradley,216
Middlesex,Killingworth,President,,Democratic,Bill Bradley,108
New London,Lebanon,President,,Democratic,Bill Bradley,131
New London,Ledyard,President,,Democratic,Bill Bradley,253
New London,Lisbon,President,,Democratic,Bill Bradley,84
Litchfield,Litchfield,President,,Democratic,Bill Bradley,224
New London,Lyme,President,,Democratic,Bill Bradley,94
New Haven,Madison,President,,Democratic,Bill Bradley,425
Hartford,Manchester,President,,Democratic,Bill Bradley,1213
Tolland,Mansfield,President,,Democratic,Bill Bradley,574
Hartford,Marlborough,President,,Democratic,Bill Bradley,192
New Haven,Meriden,President,,Democratic,Bill Bradley,682
New Haven,Middlebury,President,,Democratic,Bill Bradley,170
Middlesex,Middlefield,President,,Democratic,Bill Bradley,121
Middlesex,Middletown,President,,Democratic,Bill Bradley,1217
New Haven,Milford,President,,Democratic,Bill Bradley,865
Fairfield,Monroe,President,,Democratic,Bill Bradley,262
New London,Montville,President,,Democratic,Bill Bradley,236
Litchfield,Morris,President,,Democratic,Bill Bradley,48
New Haven,Naugatuck,President,,Democratic,Bill Bradley,537
Hartford,New Britain,President,,Democratic,Bill Bradley,1412
Fairfield,New Canaan,President,,Democratic,Bill Bradley,383
Fairfield,New Fairfield,President,,Democratic,Bill Bradley,186
Litchfield,New Hartford,President,,Democratic,Bill Bradley,141
New Haven,New Haven,President,,Democratic,Bill Bradley,2556
Hartford,Newington,President,,Democratic,Bill Bradley,1492
New London,New London,President,,Democratic,Bill Bradley,378
Litchfield,New Milford,President,,Democratic,Bill Bradley,415
Fairfield,Newtown,President,,Democratic,Bill Bradley,518
Litchfield,Norfolk,President,,Democratic,Bill Bradley,69
New Haven,North Branford,President,,Democratic,Bill Bradley,162
Litchfield,North Canaan,President,,Democratic,Bill Bradley,43
New Haven,North Haven,President,,Democratic,Bill Bradley,364
New London,Stonington,President,,Democratic,Bill Bradley,481
Fairfield,Norwalk,President,,Democratic,Bill Bradley,1232
New London,Norwich,President,,Democratic,Bill Bradley,722
New London,Old Lyme,President,,Democratic,Bill Bradley,233
Middlesex,Old Saybrook,President,,Democratic,Bill Bradley,207
New Haven,Orange,President,,Democratic,Bill Bradley,261
New Haven,Oxford,President,,Democratic,Bill Bradley,104
Windham,Plainfield,President,,Democratic,Bill Bradley,300
Hartford,Plainville,President,,Democratic,Bill Bradley,307
Litchfield,Plymouth,President,,Democratic,Bill Bradley,109
Windham,Pomfret,President,,Democratic,Bill Bradley,119
Middlesex,Portland,President,,Democratic,Bill Bradley,231
New London,Preston,President,,Democratic,Bill Bradley,58
New Haven,Prospect,President,,Democratic,Bill Bradley,139
Windham,Putnam,President,,Democratic,Bill Bradley,140
Fairfield,Redding,President,,Democratic,Bill Bradley,242
Fairfield,Ridgefield,President,,Democratic,Bill Bradley,594
Hartford,Rocky Hill,President,,Democratic,Bill Bradley,441
Litchfield,Roxbury,President,,Democratic,Bill Bradley,89
New London,Salem,President,,Democratic,Bill Bradley,84
Litchfield,Salisbury,President,,Democratic,Bill Bradley,125
Windham,Scotland,President,,Democratic,Bill Bradley,45
New Haven,Seymour,President,,Democratic,Bill Bradley,191
Litchfield,Sharon,President,,Democratic,Bill Bradley,79
Fairfield,Shelton,President,,Democratic,Bill Bradley,568
Fairfield,Sherman,President,,Democratic,Bill Bradley,79
Hartford,Simsbury,President,,Democratic,Bill Bradley,782
Tolland,Somers,President,,Democratic,Bill Bradley,186
New Haven,Southbury,President,,Democratic,Bill Bradley,386
Hartford,Southington,President,,Democratic,Bill Bradley,685
Hartford,South Windsor,President,,Democratic,Bill Bradley,713
New London,Sprague,President,,Democratic,Bill Bradley,75
Tolland,Stafford,President,,Democratic,Bill Bradley,238
Fairfield,Stamford,President,,Democratic,Bill Bradley,3020
Windham,Sterling,President,,Democratic,Bill Bradley,29
Fairfield,Stratford,President,,Democratic,Bill Bradley,876
Hartford,Suffield,President,,Democratic,Bill Bradley,255
Litchfield,Thomaston,President,,Democratic,Bill Bradley,142
Windham,Thompson,President,,Democratic,Bill Bradley,154
Tolland,Tolland,President,,Democratic,Bill Bradley,275
Litchfield,Torrington,President,,Democratic,Bill Bradley,609
Fairfield,Trumbull,President,,Democratic,Bill Bradley,603
Tolland,Union,President,,Democratic,Bill Bradley,11
Tolland,Vernon,President,,Democratic,Bill Bradley,480
New London,Voluntown,President,,Democratic,Bill Bradley,51
New Haven,Wallingford,President,,Democratic,Bill Bradley,645
Litchfield,Warren,President,,Democratic,Bill Bradley,33
Litchfield,Washington,President,,Democratic,Bill Bradley,129
New Haven,Waterbury,President,,Democratic,Bill Bradley,2034
New London,Waterford,President,,Democratic,Bill Bradley,408
Litchfield,Watertown,President,,Democratic,Bill Bradley,346
Middlesex,Westbrook,President,,Democratic,Bill Bradley,123
Hartford,West Hartford,President,,Democratic,Bill Bradley,2886
New Haven,West Haven,President,,Democratic,Bill Bradley,2768
Fairfield,Weston,President,,Democratic,Bill Bradley,328
Fairfield,Westport,President,,Democratic,Bill Bradley,1037
Hartford,Wethersfield,President,,Democratic,Bill Bradley,1028
Tolland,Willington,President,,Democratic,Bill Bradley,112
Fairfield,Wilton,President,,Democratic,Bill Bradley,394
Litchfield,Winchester,President,,Democratic,Bill Bradley,155
Windham,Windham,President,,Democratic,Bill Bradley,461
Hartford,Windsor,President,,Democratic,Bill Bradley,874
Hartford,Windsor Locks,President,,Democratic,Bill Bradley,245
New Haven,Wolcott,President,,Democratic,Bill Bradley,213
New Haven,Woodbridge,President,,Democratic,Bill Bradley,323
Litchfield,Woodbury,President,,Democratic,Bill Bradley,230
Windham,Woodstock,President,,Democratic,Bill Bradley,151
New London,North Stonington,President,,Democratic,Bill Bradley,96
Tolland,Andover,President,,Democratic,Al Gore,92
New Haven,Ansonia,President,,Democratic,Al Gore,485
Windham,Ashford,President,,Democratic,Al Gore,173
Hartford,Avon,President,,Democratic,Al Gore,399
Litchfield,Barkhamsted,President,,Democratic,Al Gore,77
New Haven,Beacon Falls,President,,Democratic,Al Gore,103
Hartford,Berlin,President,,Democratic,Al Gore,763
New Haven,Bethany,President,,Democratic,Al Gore,121
Fairfield,Bethel,President,,Democratic,Al Gore,254
Litchfield,Bethlehem,President,,Democratic,Al Gore,69
Hartford,Bloomfield,President,,Democratic,Al Gore,1369
Tolland,Bolton,President,,Democratic,Al Gore,134
New London,Bozrah,President,,Democratic,Al Gore,132
New Haven,Branford,President,,Democratic,Al Gore,733
Fairfield,Bridgeport,President,,Democratic,Al Gore,4445
Litchfield,Bridgewater,President,,Democratic,Al Gore,54
Hartford,Bristol,President,,Democratic,Al Gore,1934
Fairfield,Brookfield,President,,Democratic,Al Gore,238
Windham,Brooklyn,President,,Democratic,Al Gore,156
Hartford,Burlington,President,,Democratic,Al Gore,184
Litchfield,Canaan,President,,Democratic,Al Gore,29
Windham,Canterbury,President,,Democratic,Al Gore,76
Hartford,Canton,President,,Democratic,Al Gore,208
Windham,Chaplin,President,,Democratic,Al Gore,74
New Haven,Cheshire,President,,Democratic,Al Gore,534
Middlesex,Chester,President,,Democratic,Al Gore,99
Middlesex,Clinton,President,,Democratic,Al Gore,272
New London,Colchester,President,,Democratic,Al Gore,353
Litchfield,Colebrook,President,,Democratic,Al Gore,26
Tolland,Columbia,President,,Democratic,Al Gore,158
Litchfield,Cornwall,President,,Democratic,Al Gore,66
Tolland,Coventry,President,,Democratic,Al Gore,294
Middlesex,Cromwell,President,,Democratic,Al Gore,393
Fairfield,Danbury,President,,Democratic,Al Gore,1411
Fairfield,Darien,President,,Democratic,Al Gore,303
Middlesex,Deep River,President,,Democratic,Al Gore,120
New Haven,Derby,President,,Democratic,Al Gore,406
Middlesex,Durham,President,,Democratic,Al Gore,165
Windham,Eastford,President,,Democratic,Al Gore,53
Hartford,East Granby,President,,Democratic,Al Gore,118
Middlesex,East Haddam,President,,Democratic,Al Gore,187
Middlesex,East Hampton,President,,Democratic,Al Gore,327
Hartford,East Hartford,President,,Democratic,Al Gore,2119
New Haven,East Haven,President,,Democratic,Al Gore,613
New London,East Lyme,President,,Democratic,Al Gore,316
Fairfield,Easton,President,,Democratic,Al Gore,156
Hartford,East Windsor,President,,Democratic,Al Gore,273
Tolland,Ellington,President,,Democratic,Al Gore,222
Hartford,Enfield,President,,Democratic,Al Gore,1435
Middlesex,Essex,President,,Democratic,Al Gore,187
Fairfield,Fairfield,President,,Democratic,Al Gore,1175
Hartford,Farmington,President,,Democratic,Al Gore,606
New London,Franklin,President,,Democratic,Al Gore,35
Hartford,Glastonbury,President,,Democratic,Al Gore,966
Litchfield,Goshen,President,,Democratic,Al Gore,51
Hartford,Granby,President,,Democratic,Al Gore,201
Fairfield,Greenwich,President,,Democratic,Al Gore,1144
New London,Griswold,President,,Democratic,Al Gore,342
New London,Groton,President,,Democratic,Al Gore,556
New Haven,Guilford,President,,Democratic,Al Gore,566
Middlesex,Haddam,President,,Democratic,Al Gore,216
New Haven,Hamden,President,,Democratic,Al Gore,2233
Windham,Hampton,President,,Democratic,Al Gore,44
Hartford,Hartford,President,,Democratic,Al Gore,6230
Hartford,Hartland,President,,Democratic,Al Gore,32
Litchfield,Harwinton,President,,Democratic,Al Gore,97
Tolland,Hebron,President,,Democratic,Al Gore,189
Litchfield,Kent,President,,Democratic,Al Gore,77
Windham,Killingly,President,,Democratic,Al Gore,278
Middlesex,Killingworth,President,,Democratic,Al Gore,116
New London,Lebanon,President,,Democratic,Al Gore,131
New London,Ledyard,President,,Democratic,Al Gore,246
New London,Lisbon,President,,Democratic,Al Gore,135
Litchfield,Litchfield,President,,Democratic,Al Gore,190
New London,Lyme,President,,Democratic,Al Gore,55
New Haven,Madison,President,,Democratic,Al Gore,360
Hartford,Manchester,President,,Democratic,Al Gore,1512
Tolland,Mansfield,President,,Democratic,Al Gore,580
Hartford,Marlborough,President,,Democratic,Al Gore,168
New Haven,Meriden,President,,Democratic,Al Gore,1156
New Haven,Middlebury,President,,Democratic,Al Gore,131
Middlesex,Middlefield,President,,Democratic,Al Gore,186
Middlesex,Middletown,President,,Democratic,Al Gore,1829
New Haven,Milford,President,,Democratic,Al Gore,1052
Fairfield,Monroe,President,,Democratic,Al Gore,275
New London,Montville,President,,Democratic,Al Gore,312
Litchfield,Morris,President,,Democratic,Al Gore,57
New Haven,Naugatuck,President,,Democratic,Al Gore,553
Hartford,New Britain,President,,Democratic,Al Gore,3232
Fairfield,New Canaan,President,,Democratic,Al Gore,318
Fairfield,New Fairfield,President,,Democratic,Al Gore,150
Litchfield,New Hartford,President,,Democratic,Al Gore,161
New Haven,New Haven,President,,Democratic,Al Gore,4898
Hartford,Newington,President,,Democratic,Al Gore,2134
New London,New London,President,,Democratic,Al Gore,497
Litchfield,New Milford,President,,Democratic,Al Gore,385
Fairfield,Newtown,President,,Democratic,Al Gore,423
Litchfield,Norfolk,President,,Democratic,Al Gore,51
New Haven,North Branford,President,,Democratic,Al Gore,224
Litchfield,North Canaan,President,,Democratic,Al Gore,61
New Haven,North Haven,President,,Democratic,Al Gore,432
New London,Stonington,President,,Democratic,Al Gore,427
Fairfield,Norwalk,President,,Democratic,Al Gore,1743
New London,Norwich,President,,Democratic,Al Gore,1016
New London,Old Lyme,President,,Democratic,Al Gore,174
Middlesex,Old Saybrook,President,,Democratic,Al Gore,210
New Haven,Orange,President,,Democratic,Al Gore,298
New Haven,Oxford,President,,Democratic,Al Gore,116
Windham,Plainfield,President,,Democratic,Al Gore,400
Hartford,Plainville,President,,Democratic,Al Gore,636
Litchfield,Plymouth,President,,Democratic,Al Gore,177
Windham,Pomfret,President,,Democratic,Al Gore,97
Middlesex,Portland,President,,Democratic,Al Gore,262
New London,Preston,President,,Democratic,Al Gore,78
New Haven,Prospect,President,,Democratic,Al Gore,105
Windham,Putnam,President,,Democratic,Al Gore,189
Fairfield,Redding,President,,Democratic,Al Gore,194
Fairfield,Ridgefield,President,,Democratic,Al Gore,454
Hartford,Rocky Hill,President,,Democratic,Al Gore,679
Litchfield,Roxbury,President,,Democratic,Al Gore,78
New London,Salem,President,,Democratic,Al Gore,112
Litchfield,Salisbury,President,,Democratic,Al Gore,125
Windham,Scotland,President,,Democratic,Al Gore,51
New Haven,Seymour,President,,Democratic,Al Gore,211
Litchfield,Sharon,President,,Democratic,Al Gore,51
Fairfield,Shelton,President,,Democratic,Al Gore,595
Fairfield,Sherman,President,,Democratic,Al Gore,53
Hartford,Simsbury,President,,Democratic,Al Gore,559
Tolland,Somers,President,,Democratic,Al Gore,169
New Haven,Southbury,President,,Democratic,Al Gore,466
Hartford,Southington,President,,Democratic,Al Gore,1006
Hartford,South Windsor,President,,Democratic,Al Gore,892
New London,Sprague,President,,Democratic,Al Gore,104
Tolland,Stafford,President,,Democratic,Al Gore,359
Fairfield,Stamford,President,,Democratic,Al Gore,4807
Windham,Sterling,President,,Democratic,Al Gore,47
Fairfield,Stratford,President,,Democratic,Al Gore,1069
Hartford,Suffield,President,,Democratic,Al Gore,290
Litchfield,Thomaston,President,,Democratic,Al Gore,98
Windham,Thompson,President,,Democratic,Al Gore,152
Tolland,Tolland,President,,Democratic,Al Gore,249
Litchfield,Torrington,President,,Democratic,Al Gore,654
Fairfield,Trumbull,President,,Democratic,Al Gore,520
Tolland,Union,President,,Democratic,Al Gore,23
Tolland,Vernon,President,,Democratic,Al Gore,614
New London,Voluntown,President,,Democratic,Al Gore,57
New Haven,Wallingford,President,,Democratic,Al Gore,897
Litchfield,Warren,President,,Democratic,Al Gore,18
Litchfield,Washington,President,,Democratic,Al Gore,82
New Haven,Waterbury,President,,Democratic,Al Gore,2128
New London,Waterford,President,,Democratic,Al Gore,376
Litchfield,Watertown,President,,Democratic,Al Gore,304
Middlesex,Westbrook,President,,Democratic,Al Gore,133
Hartford,West Hartford,President,,Democratic,Al Gore,2968
New Haven,West Haven,President,,Democratic,Al Gore,3692
Fairfield,Weston,President,,Democratic,Al Gore,285
Fairfield,Westport,President,,Democratic,Al Gore,1030
Hartford,Wethersfield,President,,Democratic,Al Gore,1377
Tolland,Willington,President,,Democratic,Al Gore,125
Fairfield,Wilton,President,,Democratic,Al Gore,335
Litchfield,Winchester,President,,Democratic,Al Gore,215
Windham,Windham,President,,Democratic,Al Gore,621
Hartford,Windsor,President,,Democratic,Al Gore,1605
Hartford,Windsor Locks,President,,Democratic,Al Gore,371
New Haven,Wolcott,President,,Democratic,Al Gore,270
New Haven,Woodbridge,President,,Democratic,Al Gore,327
Litchfield,Woodbury,President,,Democratic,Al Gore,189
Windham,Woodstock,President,,Democratic,Al Gore,160
New London,North Stonington,President,,Democratic,Al Gore,86
