candidate,party,office,district,town,votes,precinct
Tulsi Gabbard,Democratic Party,President,,Newington,9,Town Hall---District---1
Uncommitted,Democratic Party,President,,Newington,15,Town Hall---District---1
Donald J. Trump,Republican Party,President,,Newington,102,Town Hall---District---1
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Newington,6,Town Hall---District---1
Uncommitted,Republican Party,President,,Newington,14,Town Hall---District---1
Mary Fay,Republican Party,U.S. House,1,Newington,31,Town Hall---District---1
Jim Griffin,Republican Party,U.S. House,1,Newington,29,Town Hall---District---1
Joe Biden,Democratic Party,President,,Newtown,1973,NHS main lobby
Bernie Sanders,Democratic Party,President,,Newtown,276,NHS main lobby
Tulsi Gabbard,Democratic Party,President,,Newtown,25,NHS main lobby
Uncommitted,Democratic Party,President,,Newtown,40,NHS main lobby
Donald J. Trump,Republican Party,President,,Newtown,911,NHS main lobby
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Newtown,92,NHS main lobby
Uncommitted,Republican Party,President,,Newtown,156,NHS main lobby
Joe Biden,Democratic Party,President,,Norfolk,191,Town Hall
Bernie Sanders,Democratic Party,President,,Norfolk,16,Town Hall
Tulsi Gabbard,Democratic Party,President,,Norfolk,0,Town Hall
Uncommitted,Democratic Party,President,,Norfolk,3,Town Hall
Donald J. Trump,Republican Party,President,,Norfolk,34,Town Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Norfolk,7,Town Hall
Uncommitted,Republican Party,President,,Norfolk,5,Town Hall
Joe Biden,Democratic Party,President,,North Branford,645,Jerome Harrison Elementary School
Bernie Sanders,Democratic Party,President,,North Branford,96,Jerome Harrison Elementary School
Tulsi Gabbard,Democratic Party,President,,North Branford,8,Jerome Harrison Elementary School
Uncommitted,Democratic Party,President,,North Branford,20,Jerome Harrison Elementary School
Donald J. Trump,Republican Party,President,,North Branford,342,Jerome Harrison Elementary School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,North Branford,26,Jerome Harrison Elementary School
Uncommitted,Republican Party,President,,North Branford,37,Jerome Harrison Elementary School
Joe Biden,Democratic Party,President,,North Branford,19,Stanley T. Williams Community Center
Bernie Sanders,Democratic Party,President,,North Branford,3,Stanley T. Williams Community Center
Tulsi Gabbard,Democratic Party,President,,North Branford,2,Stanley T. Williams Community Center
Uncommitted,Democratic Party,President,,North Branford,3,Stanley T. Williams Community Center
Donald J. Trump,Republican Party,President,,North Branford,16,Stanley T. Williams Community Center
"Roque ""Rocky"" De La Fuente",Republican Party,President,,North Branford,0,Stanley T. Williams Community Center
Uncommitted,Republican Party,President,,North Branford,1,Stanley T. Williams Community Center
Joe Biden,Democratic Party,President,,North Canaan,155,Town Hall - McCarthy Room
Bernie Sanders,Democratic Party,President,,North Canaan,24,Town Hall - McCarthy Room
Tulsi Gabbard,Democratic Party,President,,North Canaan,2,Town Hall - McCarthy Room
Uncommitted,Democratic Party,President,,North Canaan,2,Town Hall - McCarthy Room
Donald J. Trump,Republican Party,President,,North Canaan,73,Town Hall - McCarthy Room
"Roque ""Rocky"" De La Fuente",Republican Party,President,,North Canaan,7,Town Hall - McCarthy Room
Uncommitted,Republican Party,President,,North Canaan,13,Town Hall - McCarthy Room
Joe Biden,Democratic Party,President,,North Haven,65,Clintonville Elementary School
Bernie Sanders,Democratic Party,President,,North Haven,16,Clintonville Elementary School
Tulsi Gabbard,Democratic Party,President,,North Haven,3,Clintonville Elementary School
Uncommitted,Democratic Party,President,,North Haven,4,Clintonville Elementary School
Donald J. Trump,Republican Party,President,,North Haven,117,Clintonville Elementary School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,North Haven,6,Clintonville Elementary School
Uncommitted,Republican Party,President,,North Haven,3,Clintonville Elementary School
Joe Biden,Democratic Party,President,,North Haven,48,Green Acres Elementary School
Bernie Sanders,Democratic Party,President,,North Haven,10,Green Acres Elementary School
Tulsi Gabbard,Democratic Party,President,,North Haven,0,Green Acres Elementary School
Uncommitted,Democratic Party,President,,North Haven,2,Green Acres Elementary School
Donald J. Trump,Republican Party,President,,North Haven,49,Green Acres Elementary School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,North Haven,4,Green Acres Elementary School
Uncommitted,Republican Party,President,,North Haven,0,Green Acres Elementary School
Joe Biden,Democratic Party,President,,North Haven,82,Montowese Elementary School
Bernie Sanders,Democratic Party,President,,North Haven,20,Montowese Elementary School
Tulsi Gabbard,Democratic Party,President,,North Haven,2,Montowese Elementary School
Uncommitted,Democratic Party,President,,North Haven,2,Montowese Elementary School
Donald J. Trump,Republican Party,President,,North Haven,112,Montowese Elementary School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,North Haven,7,Montowese Elementary School
Uncommitted,Republican Party,President,,North Haven,2,Montowese Elementary School
Joe Biden,Democratic Party,President,,North Haven,1109,Recreation Center
Bernie Sanders,Democratic Party,President,,North Haven,160,Recreation Center
Tulsi Gabbard,Democratic Party,President,,North Haven,10,Recreation Center
Uncommitted,Democratic Party,President,,North Haven,17,Recreation Center
Donald J. Trump,Republican Party,President,,North Haven,356,Recreation Center
"Roque ""Rocky"" De La Fuente",Republican Party,President,,North Haven,37,Recreation Center
Uncommitted,Republican Party,President,,North Haven,70,Recreation Center
Joe Biden,Democratic Party,President,,North Haven,54,Ridge Road Elementary School
Joe Biden,Democratic Party,President,,North Haven,65,Ridge Road Elementary School
Bernie Sanders,Democratic Party,President,,North Haven,10,Ridge Road Elementary School
Bernie Sanders,Democratic Party,President,,North Haven,11,Ridge Road Elementary School
Tulsi Gabbard,Democratic Party,President,,North Haven,2,Ridge Road Elementary School
Tulsi Gabbard,Democratic Party,President,,North Haven,1,Ridge Road Elementary School
Uncommitted,Democratic Party,President,,North Haven,1,Ridge Road Elementary School
Uncommitted,Democratic Party,President,,North Haven,1,Ridge Road Elementary School
Donald J. Trump,Republican Party,President,,North Haven,60,Ridge Road Elementary School
Donald J. Trump,Republican Party,President,,North Haven,26,Ridge Road Elementary School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,North Haven,1,Ridge Road Elementary School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,North Haven,1,Ridge Road Elementary School
Uncommitted,Republican Party,President,,North Haven,2,Ridge Road Elementary School
Uncommitted,Republican Party,President,,North Haven,2,Ridge Road Elementary School
Joe Biden,Democratic Party,President,,North Stonington,320,North Stonington Education Center
Bernie Sanders,Democratic Party,President,,North Stonington,48,North Stonington Education Center
Tulsi Gabbard,Democratic Party,President,,North Stonington,1,North Stonington Education Center
Uncommitted,Democratic Party,President,,North Stonington,3,North Stonington Education Center
Donald J. Trump,Republican Party,President,,North Stonington,168,North Stonington Education Center
"Roque ""Rocky"" De La Fuente",Republican Party,President,,North Stonington,13,North Stonington Education Center
Uncommitted,Republican Party,President,,North Stonington,25,North Stonington Education Center
Thomas Gilmer,Republican Party,U.S. House,2,North Stonington,99,North Stonington Education Center
Justin Anderson,Republican Party,U.S. House,2,North Stonington,93,North Stonington Education Center
Joe Biden,Democratic Party,President,,Norwalk,0,All-Saints Catholic School
Bernie Sanders,Democratic Party,President,,Norwalk,0,All-Saints Catholic School
Tulsi Gabbard,Democratic Party,President,,Norwalk,0,All-Saints Catholic School
Uncommitted,Democratic Party,President,,Norwalk,0,All-Saints Catholic School
Joe Biden,Democratic Party,President,,Norwalk,163,Columbus School
Bernie Sanders,Democratic Party,President,,Norwalk,24,Columbus School
Tulsi Gabbard,Democratic Party,President,,Norwalk,1,Columbus School
Uncommitted,Democratic Party,President,,Norwalk,3,Columbus School
Donald J. Trump,Republican Party,President,,Norwalk,16,Columbus School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Norwalk,0,Columbus School
Uncommitted,Republican Party,President,,Norwalk,2,Columbus School
Joe Biden,Democratic Party,President,,Norwalk,126,Fox Run School
Bernie Sanders,Democratic Party,President,,Norwalk,13,Fox Run School
Tulsi Gabbard,Democratic Party,President,,Norwalk,1,Fox Run School
Uncommitted,Democratic Party,President,,Norwalk,2,Fox Run School
Donald J. Trump,Republican Party,President,,Norwalk,70,Fox Run School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Norwalk,5,Fox Run School
Uncommitted,Republican Party,President,,Norwalk,3,Fox Run School
Joe Biden,Democratic Party,President,,Norwalk,298,Kendall School
Bernie Sanders,Democratic Party,President,,Norwalk,52,Kendall School
Tulsi Gabbard,Democratic Party,President,,Norwalk,2,Kendall School
Uncommitted,Democratic Party,President,,Norwalk,8,Kendall School
Donald J. Trump,Republican Party,President,,Norwalk,60,Kendall School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Norwalk,9,Kendall School
Uncommitted,Republican Party,President,,Norwalk,16,Kendall School
Joe Biden,Democratic Party,President,,Norwalk,1661,Marvin School
Bernie Sanders,Democratic Party,President,,Norwalk,192,Marvin School
Tulsi Gabbard,Democratic Party,President,,Norwalk,16,Marvin School
Uncommitted,Democratic Party,President,,Norwalk,19,Marvin School
Donald J. Trump,Republican Party,President,,Norwalk,302,Marvin School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Norwalk,52,Marvin School
Uncommitted,Republican Party,President,,Norwalk,103,Marvin School
Joe Biden,Democratic Party,President,,Norwalk,77,Nathan Hale Middle School
Bernie Sanders,Democratic Party,President,,Norwalk,12,Nathan Hale Middle School
Tulsi Gabbard,Democratic Party,President,,Norwalk,2,Nathan Hale Middle School
Uncommitted,Democratic Party,President,,Norwalk,0,Nathan Hale Middle School
Donald J. Trump,Republican Party,President,,Norwalk,59,Nathan Hale Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Norwalk,1,Nathan Hale Middle School
Uncommitted,Republican Party,President,,Norwalk,9,Nathan Hale Middle School
Joe Biden,Democratic Party,President,,Norwalk,67,Nathaniel Ely School
Bernie Sanders,Democratic Party,President,,Norwalk,10,Nathaniel Ely School
Tulsi Gabbard,Democratic Party,President,,Norwalk,0,Nathaniel Ely School
Uncommitted,Democratic Party,President,,Norwalk,0,Nathaniel Ely School
Donald J. Trump,Republican Party,President,,Norwalk,18,Nathaniel Ely School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Norwalk,0,Nathaniel Ely School
Uncommitted,Republican Party,President,,Norwalk,0,Nathaniel Ely School
Joe Biden,Democratic Party,President,,Norwalk,109,Ponus Ridge Middle School
Bernie Sanders,Democratic Party,President,,Norwalk,24,Ponus Ridge Middle School
Tulsi Gabbard,Democratic Party,President,,Norwalk,2,Ponus Ridge Middle School
Uncommitted,Democratic Party,President,,Norwalk,2,Ponus Ridge Middle School
Donald J. Trump,Republican Party,President,,Norwalk,81,Ponus Ridge Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Norwalk,3,Ponus Ridge Middle School
Uncommitted,Republican Party,President,,Norwalk,2,Ponus Ridge Middle School
Joe Biden,Democratic Party,President,,Norwalk,129,Roton Middle School
Bernie Sanders,Democratic Party,President,,Norwalk,14,Roton Middle School
Tulsi Gabbard,Democratic Party,President,,Norwalk,0,Roton Middle School
Uncommitted,Democratic Party,President,,Norwalk,1,Roton Middle School
Donald J. Trump,Republican Party,President,,Norwalk,42,Roton Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Norwalk,4,Roton Middle School
Uncommitted,Republican Party,President,,Norwalk,5,Roton Middle School
Joe Biden,Democratic Party,President,,Norwalk,500,St. Mary's Community Hall
Bernie Sanders,Democratic Party,President,,Norwalk,57,St. Mary's Community Hall
Tulsi Gabbard,Democratic Party,President,,Norwalk,4,St. Mary's Community Hall
Uncommitted,Democratic Party,President,,Norwalk,7,St. Mary's Community Hall
Donald J. Trump,Republican Party,President,,Norwalk,102,St. Mary's Community Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Norwalk,20,St. Mary's Community Hall
Uncommitted,Republican Party,President,,Norwalk,36,St. Mary's Community Hall
Joe Biden,Democratic Party,President,,Norwalk,1943,Tracey School
Bernie Sanders,Democratic Party,President,,Norwalk,231,Tracey School
Tulsi Gabbard,Democratic Party,President,,Norwalk,13,Tracey School
Uncommitted,Democratic Party,President,,Norwalk,30,Tracey School
Donald J. Trump,Republican Party,President,,Norwalk,143,Tracey School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Norwalk,23,Tracey School
Uncommitted,Republican Party,President,,Norwalk,30,Tracey School
Joe Biden,Democratic Party,President,,Norwalk,104,West Rocks Middle School
