town,precinct,office,district,party,candidate,votes
Oxford,Oxford,President,,LBT,Gary Johnson,64
Plainfield,Plainfield 1-44,President,,LBT,Gary Johnson,10
Plainfield,Plainfield 1-45,President,,LBT,Gary Johnson,18
Plainfield,Plainfield 2,President,,LBT,Gary Johnson,13
Plainfield,Plainfield 3,President,,LBT,Gary Johnson,24
Plainfield,Plainfield 4,President,,LBT,Gary Johnson,11
Plainfield,Plainfield Absentee,President,,LBT,Gary Johnson,3
Plainville,Plainville 1,President,,LBT,Gary Johnson,19
Plainville,Plainville 2,President,,LBT,Gary Johnson,17
Plainville,Plainville 3,President,,LBT,Gary Johnson,13
Plainville,Plainville 4,President,,LBT,Gary Johnson,16
Plymouth,Plymouth 1,President,,LBT,Gary Johnson,30
Plymouth,Plymouth 2,President,,LBT,Gary Johnson,26
Pomfret,Pomfret,President,,LBT,Gary Johnson,23
Portland,Portland,President,,LBT,Gary Johnson,46
Preston,Preston,President,,LBT,Gary Johnson,28
Prospect,Prospect,President,,LBT,Gary Johnson,49
Putnam,Putnam 1,President,,LBT,Gary Johnson,43
Putnam,Putnam 2,President,,LBT,Gary Johnson,11
Putnam,Absentee,President,,LBT,Gary Johnson,3
Redding,Redding2,President,,LBT,Gary Johnson,41
Redding,Redding 135,President,,LBT,Gary Johnson,7
Ridgefield,Ridgefield 1,President,,LBT,Gary Johnson,33
Ridgefield,Ridgefield 2,President,,LBT,Gary Johnson,30
Ridgefield,Ridgefield 3,President,,LBT,Gary Johnson,26
Ridgefield,Ridgefield 4,President,,LBT,Gary Johnson,5
Ridgefield,Absentee,President,,LBT,Gary Johnson,15
Rocky Hill,Rocky Hill 1,President,,LBT,Gary Johnson,33
Rocky Hill,Rocky Hill 2,President,,LBT,Gary Johnson,27
Rocky Hill,Rocky Hill 3,President,,LBT,Gary Johnson,20
Roxbury,Roxbury,President,,LBT,Gary Johnson,10
Salem,Salem,President,,LBT,Gary Johnson,32
Salisbury,Salisbury,President,,LBT,Gary Johnson,24
Scotland,Scotland,President,,LBT,Gary Johnson,9
Seymour,Seymour 1,President,,LBT,Gary Johnson,39
Seymour,Seymour 2,President,,LBT,Gary Johnson,13
Seymour,Seymour 3,President,,LBT,Gary Johnson,20
Sharon,Sharon,President,,LBT,Gary Johnson,12
Shelton,Shelton 1,President,,LBT,Gary Johnson,44
Shelton,Shelton 2,President,,LBT,Gary Johnson,40
Shelton,Shelton 2-1,President,,LBT,Gary Johnson,15
Shelton,Shelton 3,President,,LBT,Gary Johnson,24
Shelton,Shelton 4,President,,LBT,Gary Johnson,30
Sherman,Sherman,President,,LBT,Gary Johnson,20
Simsbury,Simsbury 1,President,,LBT,Gary Johnson,47
Simsbury,Simsbury 2,President,,LBT,Gary Johnson,39
Simsbury,Simsbury 3,President,,LBT,Gary Johnson,32
Simsbury,Simsbury 4,President,,LBT,Gary Johnson,22
Somers,Somers,President,,LBT,Gary Johnson,38
South Windsor,South Windsor 1,President,,LBT,Gary Johnson,11
South Windsor,South Windsor 2,President,,LBT,Gary Johnson,23
South Windsor,South Windsor 3,President,,LBT,Gary Johnson,42
South Windsor,South Windsor 4,President,,LBT,Gary Johnson,22
South Windsor,South Windsor 5,President,,LBT,Gary Johnson,29
Southbury,Southbury 1,President,,LBT,Gary Johnson,24
Southbury,Southbury 2,President,,LBT,Gary Johnson,42
Southbury,Southbury 3,President,,LBT,Gary Johnson,23
Southington,Southington 1,President,,LBT,Gary Johnson,22
Southington,Southington 2,President,,LBT,Gary Johnson,18
Southington,Southington 3,President,,LBT,Gary Johnson,37
Southington,Southington 4,President,,LBT,Gary Johnson,13
Southington,Southington 5,President,,LBT,Gary Johnson,24
Southington,Southington 6,President,,LBT,Gary Johnson,17
Southington,Southington 7,President,,LBT,Gary Johnson,15
Southington,Southington 8,President,,LBT,Gary Johnson,18
Southington,Southington 9,President,,LBT,Gary Johnson,8
Southington,Southington 10,President,,LBT,Gary Johnson,12
Southington,Southington 11,President,,LBT,Gary Johnson,10
Sprague,Sprague,President,,LBT,Gary Johnson,12
Stafford,Stafford 1,President,,LBT,Gary Johnson,18
Stafford,Stafford 2,President,,LBT,Gary Johnson,40
Stafford,Stafford 3,President,,LBT,Gary Johnson,17
Stamford,Stamford1,President,,LBT,Gary Johnson,15
Stamford,Stamford2,President,,LBT,Gary Johnson,5
Stamford,Stamford3,President,,LBT,Gary Johnson,16
Stamford,Stamford4,President,,LBT,Gary Johnson,8
Stamford,Stamford5,President,,LBT,Gary Johnson,12
Stamford,Stamford6,President,,LBT,Gary Johnson,27
Stamford,Stamford7,President,,LBT,Gary Johnson,12
Stamford,Stamford8,President,,LBT,Gary Johnson,1
Stamford,Stamford9,President,,LBT,Gary Johnson,3
Stamford,Stamford10,President,,LBT,Gary Johnson,12
Stamford,Stamford11,President,,LBT,Gary Johnson,6
Stamford,Stamford12,President,,LBT,Gary Johnson,8
Stamford,Stamford13,President,,LBT,Gary Johnson,16
Stamford,Stamford14,President,,LBT,Gary Johnson,21
Stamford,Stamford15,President,,LBT,Gary Johnson,21
Stamford,Stamford16,President,,LBT,Gary Johnson,14
Stamford,Stamford17,President,,LBT,Gary Johnson,15
Stamford,Stamford18,President,,LBT,Gary Johnson,12
Stamford,Stamford19,President,,LBT,Gary Johnson,15
Stamford,Stamford20,President,,LBT,Gary Johnson,9
Stamford,Stamford21,President,,LBT,Gary Johnson,24
Stamford,Stamford22,President,,LBT,Gary Johnson,13
Stamford,Absentee,President,,LBT,Gary Johnson,29
Sterling,Sterling,President,,LBT,Gary Johnson,19
Stonington,Stonington 1,President,,LBT,Gary Johnson,15
Stonington,Stonington 2,President,,LBT,Gary Johnson,37
Stonington,Stonington 3,President,,LBT,Gary Johnson,9
Stonington,Stonington 4,President,,LBT,Gary Johnson,29
Stonington,Stonington 5,President,,LBT,Gary Johnson,5
Stratford,Stratford - Lordship,President,,LBT,Gary Johnson,15
Stratford,Stratford - Baldwin 120,President,,LBT,Gary Johnson,2
Stratford,Stratford - Baldwin 121,President,,LBT,Gary Johnson,0
Stratford,Stratford - Johnson,President,,LBT,Gary Johnson,3
Stratford,Stratford - Stratford 120,President,,LBT,Gary Johnson,13
Stratford,Stratford - Stratford 121,President,,LBT,Gary Johnson,3
Stratford,Stratford - Franklin 21,President,,LBT,Gary Johnson,9
Stratford,Stratford - Franklin 23,President,,LBT,Gary Johnson,2
Stratford,Stratford - Nichols 120,President,,LBT,Gary Johnson,2
Stratford,Stratford - Nichols 121,President,,LBT,Gary Johnson,14
Stratford,Stratford - Wooster,President,,LBT,Gary Johnson,7
Stratford,Stratford - Wilcoxson,President,,LBT,Gary Johnson,25
Stratford,Stratford - Chapel 120,President,,LBT,Gary Johnson,3
Stratford,Stratford - Chapel 122,President,,LBT,Gary Johnson,3
Stratford,Stratford - Bunnell 120,President,,LBT,Gary Johnson,8
Stratford,Stratford - Bunnell 122,President,,LBT,Gary Johnson,3
Stratford,Stratford - Second Hill,President,,LBT,Gary Johnson,14
Suffield,Suffield,President,,LBT,Gary Johnson,56
Thomaston,Thomaston,President,,LBT,Gary Johnson,49
Thompson,Thompson 1,President,,LBT,Gary Johnson,1
Thompson,Thompson 2,President,,LBT,Gary Johnson,34
Thompson,Thompson 3,President,,LBT,Gary Johnson,8
Thompson,Thompson 4,President,,LBT,Gary Johnson,14
Tolland,Tolland 1,President,,LBT,Gary Johnson,31
Tolland,Tolland 2,President,,LBT,Gary Johnson,39
Tolland,Tolland 3,President,,LBT,Gary Johnson,1
Torrington,Torrington1,President,,LBT,Gary Johnson,37
Torrington,Torrington 2,President,,LBT,Gary Johnson,15
Torrington,Torrington3,President,,LBT,Gary Johnson,6
Torrington,Torrington4,President,,LBT,Gary Johnson,5
Torrington,Torrington5,President,,LBT,Gary Johnson,27
Torrington,Torrington6,President,,LBT,Gary Johnson,7
Torrington,Torrington7,President,,LBT,Gary Johnson,3
Torrington,Torrington8,President,,LBT,Gary Johnson,78
Trumbull,Trumbull 1,President,,LBT,Gary Johnson,35
Trumbull,Trumbull 2-122,President,,LBT,Gary Johnson,5
Trumbull,Trumbull 2-123,President,,LBT,Gary Johnson,15
Trumbull,Trumbull 3,President,,LBT,Gary Johnson,28
Trumbull,Trumbull 4,President,,LBT,Gary Johnson,34
Trumbull,Pres/Overseas,President,,LBT,Gary Johnson,3
Union,Union,President,,LBT,Gary Johnson,6
Vernon,Vernon 1,President,,LBT,Gary Johnson,38
Vernon,Vernon 2,President,,LBT,Gary Johnson,44
Vernon,Vernon 3,President,,LBT,Gary Johnson,21
Vernon,Vernon 4,President,,LBT,Gary Johnson,23
Voluntown,Voluntown,President,,LBT,Gary Johnson,18
Wallingford,Wallingford 1,President,,LBT,Gary Johnson,9
Wallingford,Wallingford 2,President,,LBT,Gary Johnson,32
Wallingford,Wallingford 3,President,,LBT,Gary Johnson,18
Wallingford,Wallingford 4,President,,LBT,Gary Johnson,33
Wallingford,Wallingford 5,President,,LBT,Gary Johnson,24
Wallingford,Wallingford 6,President,,LBT,Gary Johnson,12
Wallingford,Wallingford 7,President,,LBT,Gary Johnson,23
Wallingford,Wallingford 8,President,,LBT,Gary Johnson,19
Wallingford,Wallingford 9,President,,LBT,Gary Johnson,20
Warren,Warren,President,,LBT,Gary Johnson,12
Washington,Washington,President,,LBT,Gary Johnson,15
Waterbury,Waterbury 71-1,President,,LBT,Gary Johnson,14
Waterbury,Waterbury 71-2,President,,LBT,Gary Johnson,6
Waterbury,Waterbury 71-3,President,,LBT,Gary Johnson,19
Waterbury,Waterbury 72-1,President,,LBT,Gary Johnson,0
Waterbury,Waterbury 72-2,President,,LBT,Gary Johnson,2
Waterbury,Waterbury 72-3,President,,LBT,Gary Johnson,1
Waterbury,Waterbury 72-4,President,,LBT,Gary Johnson,8
Waterbury,Waterbury 72-5,President,,LBT,Gary Johnson,6
Waterbury,Waterbury 73-1,President,,LBT,Gary Johnson,11
Waterbury,Waterbury 73-2,President,,LBT,Gary Johnson,17
Waterbury,Waterbury 73-3,President,,LBT,Gary Johnson,5
Waterbury,Waterbury 73-4,President,,LBT,Gary Johnson,4
Waterbury,Waterbury 74-1,President,,LBT,Gary Johnson,28
Waterbury,Waterbury 74-2,President,,LBT,Gary Johnson,10
Waterbury,Waterbury 74-3,President,,LBT,Gary Johnson,11
Waterbury,Waterbury 74-4,President,,LBT,Gary Johnson,2
Waterbury,Waterbury 74-5,President,,LBT,Gary Johnson,1
Waterbury,Waterbury 75-1,President,,LBT,Gary Johnson,2
Waterbury,Waterbury 75-2,President,,LBT,Gary Johnson,3
Waterbury,Waterbury 75-3,President,,LBT,Gary Johnson,1
Waterbury,Waterbury 75-4,President,,LBT,Gary Johnson,5
Waterford,Waterford 1,President,,LBT,Gary Johnson,28
Waterford,Waterford 2,President,,LBT,Gary Johnson,21
Waterford,Waterford 3,President,,LBT,Gary Johnson,22
Waterford,Waterford 4,President,,LBT,Gary Johnson,20
Watertown,Watertown 1,President,,LBT,Gary Johnson,16
Watertown,Watertown 2,President,,LBT,Gary Johnson,24
Watertown,Watertown 3,President,,LBT,Gary Johnson,21
Watertown,Watertown 4,President,,LBT,Gary Johnson,15
West Hartford,WestHartford1,President,,LBT,Gary Johnson,15
West Hartford,WestHartford2,President,,LBT,Gary Johnson,33
West Hartford,WestHartford3,President,,LBT,Gary Johnson,54
West Hartford,WestHartford4,President,,LBT,Gary Johnson,34
West Hartford,WestHartford5,President,,LBT,Gary Johnson,15
West Hartford,WestHartford6,President,,LBT,Gary Johnson,29
West Hartford,WestHartford7,President,,LBT,Gary Johnson,29
West Hartford,WestHartford8,President,,LBT,Gary Johnson,29
West Hartford,WestHartford9,President,,LBT,Gary Johnson,15
West Haven,WestHaven1,President,,LBT,Gary Johnson,11
West Haven,WestHaven2,President,,LBT,Gary Johnson,12
West Haven,WestHaven3,President,,LBT,Gary Johnson,6
West Haven,WestHaven4,President,,LBT,Gary Johnson,4
West Haven,WestHaven5,President,,LBT,Gary Johnson,8
West Haven,WestHaven6,President,,LBT,Gary Johnson,9
West Haven,WestHaven7,President,,LBT,Gary Johnson,5
West Haven,WestHaven8,President,,LBT,Gary Johnson,10
West Haven,WestHaven9,President,,LBT,Gary Johnson,20
West Haven,WestHaven10,President,,LBT,Gary Johnson,13
Westbrook,Westbrook 1,President,,LBT,Gary Johnson,23
Westbrook,Westbrook 2,President,,LBT,Gary Johnson,11
Weston,Weston 1,President,,LBT,Gary Johnson,19
Weston,Weston 2,President,,LBT,Gary Johnson,23
Westport,Westport 136-1,President,,LBT,Gary Johnson,24
Westport,Westport 136-2,President,,LBT,Gary Johnson,26
Westport,Westport 136-3,President,,LBT,Gary Johnson,22
Westport,Westport 136-4,President,,LBT,Gary Johnson,3
Westport,Westport 136-5,President,,LBT,Gary Johnson,6
Westport,Westport 143,President,,LBT,Gary Johnson,9
Wethersfield,Wethersfield 1,President,,LBT,Gary Johnson,11
Wethersfield,Wethersfield 2,President,,LBT,Gary Johnson,11
Wethersfield,Wethersfield 3,President,,LBT,Gary Johnson,22
Wethersfield,Wethersfield 4,President,,LBT,Gary Johnson,21
Wethersfield,Wethersfield 5,President,,LBT,Gary Johnson,13
Wethersfield,Wethersfield 6,President,,LBT,Gary Johnson,32
Willington,Willington,President,,LBT,Gary Johnson,36
Wilton,Wilton 1,President,,LBT,Gary Johnson,39
Wilton,Wilton 2,President,,LBT,Gary Johnson,26
Wilton,Wilton 3,President,,LBT,Gary Johnson,17
Winchester,Winchester,President,,LBT,Gary Johnson,54
Windham,Windham - Elks,President,,LBT,Gary Johnson,26
Windham,Windham - VFW,President,,LBT,Gary Johnson,34
Windham,Windham - WCFH,President,,LBT,Gary Johnson,25
Windham,Absentee,President,,LBT,Gary Johnson,0
Windsor,Windsor 1,President,,LBT,Gary Johnson,4
Windsor,Windsor 2,President,,LBT,Gary Johnson,25
Windsor,Windsor 3,President,,LBT,Gary Johnson,9
Windsor,Windsor 4,President,,LBT,Gary Johnson,11
Windsor,Windsor 5,President,,LBT,Gary Johnson,29
Windsor,Windsor 6,President,,LBT,Gary Johnson,21
Windsor,Windsor 7,President,,LBT,Gary Johnson,17
Windsor Locks,Windsor Locks 1,President,,LBT,Gary Johnson,29
Windsor Locks,Windsor Locks 2,President,,LBT,Gary Johnson,38
Wolcott,Wolcott 1,President,,LBT,Gary Johnson,20
Wolcott,Wolcott 2,President,,LBT,Gary Johnson,26
Wolcott,Wolcott 3,President,,LBT,Gary Johnson,12
Woodbridge,Woodbridge1,President,,LBT,Gary Johnson,25
Woodbridge,Woodbridge2,President,,LBT,Gary Johnson,8
Woodbury,Woodbury 66,President,,LBT,Gary Johnson,49
Woodbury,Woodbury 68,President,,LBT,Gary Johnson,3
Woodstock,Woodstock,President,,LBT,Gary Johnson,42
Andover,Andover,President,,JUS,Rocky Anderson,9
Ansonia,Ansonia1,President,,JUS,Rocky Anderson,10
Ansonia,Ansonia 2,President,,JUS,Rocky Anderson,5
Ansonia,Ansonia 3,President,,JUS,Rocky Anderson,3
Ansonia,Ansonia4,President,,JUS,Rocky Anderson,2
Ansonia,Ansonia5,President,,JUS,Rocky Anderson,5
Ansonia,Ansonia6,President,,JUS,Rocky Anderson,10
Ansonia,Ansonia7,President,,JUS,Rocky Anderson,6
Ashford,Ashford,President,,JUS,Rocky Anderson,13
Avon,Avon 1,President,,JUS,Rocky Anderson,13
Avon,Avon 2,President,,JUS,Rocky Anderson,5
Avon,Avon 3,President,,JUS,Rocky Anderson,6
Barkhamsted,Barkhamsted,President,,JUS,Rocky Anderson,8
BeaconFalls,BeaconFalls,President,,JUS,Rocky Anderson,22
Berlin,Berlin 1,President,,JUS,Rocky Anderson,2
Berlin,Berlin 2,President,,JUS,Rocky Anderson,14
Berlin,Berlin 3,President,,JUS,Rocky Anderson,10
Berlin,Berlin 4,President,,JUS,Rocky Anderson,7
Berlin,Berlin 5,President,,JUS,Rocky Anderson,11
Bethany,Bethany,President,,JUS,Rocky Anderson,14
Bethel,Bethel 1,President,,JUS,Rocky Anderson,4
Bethel,Bethel 2,President,,JUS,Rocky Anderson,11
Bethel,Bethel 3,President,,JUS,Rocky Anderson,11
Bethel,Bethel 4,President,,JUS,Rocky Anderson,10
Bethel,Bethel 5,President,,JUS,Rocky Anderson,1
Bethlehem,Bethlehem,President,,JUS,Rocky Anderson,7
Bloomfield,Bloomfield 1,President,,JUS,Rocky Anderson,3
Bloomfield,Bloomfield 2,President,,JUS,Rocky Anderson,3
Bloomfield,Bloomfield 3,President,,JUS,Rocky Anderson,0
Bloomfield,Bloomfield 4,President,,JUS,Rocky Anderson,2
Bloomfield,Bloomfield 5,President,,JUS,Rocky Anderson,4
Bolton,Bolton,President,,JUS,Rocky Anderson,16
Bozrah,Bozrah,President,,JUS,Rocky Anderson,9
Branford,Branford 1,President,,JUS,Rocky Anderson,10
Branford,Branford 2,President,,JUS,Rocky Anderson,2
Branford,Branford 3,President,,JUS,Rocky Anderson,12
Branford,Branford 4,President,,JUS,Rocky Anderson,14
Branford,Branford 5,President,,JUS,Rocky Anderson,4
Branford,Branford 6,President,,JUS,Rocky Anderson,5
Branford,Branford 7,President,,JUS,Rocky Anderson,6
Bridgeport,Bridgeport 124-1,President,,JUS,Rocky Anderson,0
Bridgeport,Bridgeport 124-2,President,,JUS,Rocky Anderson,4
Bridgeport,Bridgeport 124-3,President,,JUS,Rocky Anderson,2
Bridgeport,Bridgeport 124-4,President,,JUS,Rocky Anderson,2
Bridgeport,Bridgeport 126-1,President,,JUS,Rocky Anderson,3
Bridgeport,Bridgeport 126-2,President,,JUS,Rocky Anderson,2
Bridgeport,Bridgeport 126-3,President,,JUS,Rocky Anderson,2
Bridgeport,Bridgeport 126-4,President,,JUS,Rocky Anderson,1
Bridgeport,Bridgeport 126-5,President,,JUS,Rocky Anderson,12
Bridgeport,Bridgeport 126-6,President,,JUS,Rocky Anderson,1
Bridgeport,Bridgeport 127-1,President,,JUS,Rocky Anderson,5
Bridgeport,Bridgeport 127-2,President,,JUS,Rocky Anderson,0
Bridgeport,Bridgeport 127-3,President,,JUS,Rocky Anderson,9
Bridgeport,Bridgeport 128-1,President,,JUS,Rocky Anderson,8
Bridgeport,Bridgeport 128-2,President,,JUS,Rocky Anderson,5
Bridgeport,Bridgeport 129-1,President,,JUS,Rocky Anderson,7
Bridgeport,Bridgeport 129-2,President,,JUS,Rocky Anderson,3
Bridgeport,Bridgeport 129-3,President,,JUS,Rocky Anderson,1
Bridgeport,Bridgeport 129-4,President,,JUS,Rocky Anderson,0
Bridgeport,Bridgeport 130-1,President,,JUS,Rocky Anderson,0
Bridgeport,Bridgeport 130-2,President,,JUS,Rocky Anderson,1
Bridgeport,Bridgeport 130-3,President,,JUS,Rocky Anderson,1
Bridgeport,Bridgeport 130-4,President,,JUS,Rocky Anderson,1
Bridgeport,Bridgeport 130-5,President,,JUS,Rocky Anderson,0
Bridgewater,Bridgewater,President,,JUS,Rocky Anderson,4
Bristol,Bristol 77A,President,,JUS,Rocky Anderson,16
Bristol,Bristol 77B,President,,JUS,Rocky Anderson,12
Bristol,Bristol 77C,President,,JUS,Rocky Anderson,10
Bristol,Bristol 77D,President,,JUS,Rocky Anderson,9
Bristol,Bristol 78A,President,,JUS,Rocky Anderson,6
Bristol,Bristol 78B,President,,JUS,Rocky Anderson,5
Bristol,Bristol 79A,President,,JUS,Rocky Anderson,7
Bristol,Bristol 79B,President,,JUS,Rocky Anderson,9
Bristol,Bristol 79C,President,,JUS,Rocky Anderson,13
Brookfield,Brookfield 1,President,,JUS,Rocky Anderson,14
Brookfield,Brookfield 2,President,,JUS,Rocky Anderson,16
Brooklyn,Brooklyn,President,,JUS,Rocky Anderson,24
Burlington,Burlington,President,,JUS,Rocky Anderson,12
Canaan,Canaan,President,,JUS,Rocky Anderson,4
Canterbury,Canterbury,President,,JUS,Rocky Anderson,13
Canton,Canton,President,,JUS,Rocky Anderson,21
Chaplin,Chaplin,President,,JUS,Rocky Anderson,14
Cheshire,Cheshire 1,President,,JUS,Rocky Anderson,11
Cheshire,Cheshire 2,President,,JUS,Rocky Anderson,3
Cheshire,Cheshire 3,President,,JUS,Rocky Anderson,10
Cheshire,Cheshire 4,President,,JUS,Rocky Anderson,6
Cheshire,Cheshire 5,President,,JUS,Rocky Anderson,5
Cheshire,Cheshire 6,President,,JUS,Rocky Anderson,8
Cheshire,Cheshire 7,President,,JUS,Rocky Anderson,2
Chester,Chester,President,,JUS,Rocky Anderson,6
Clinton,Clinton,President,,JUS,Rocky Anderson,23
Colchester,Colchester 1,President,,JUS,Rocky Anderson,19
Colchester,Colchester 2,President,,JUS,Rocky Anderson,9
Colchester,Colchester 3,President,,JUS,Rocky Anderson,8
Colchester,Colchester 4,President,,JUS,Rocky Anderson,4
Colchester,Absentee,President,,JUS,Rocky Anderson,2
Colebrook,Colebrook,President,,JUS,Rocky Anderson,2
Columbia,Columbia,President,,JUS,Rocky Anderson,9
Cornwall,Cornwall,President,,JUS,Rocky Anderson,1
Coventry,Coventry 1,President,,JUS,Rocky Anderson,23
Coventry,Coventry 2,President,,JUS,Rocky Anderson,15
Cromwell,Cromwell,President,,JUS,Rocky Anderson,24
Danbury,Danbury 1-109,President,,JUS,Rocky Anderson,2
Danbury,Danbury 1-110,President,,JUS,Rocky Anderson,0
Danbury,Danbury 1-138,President,,JUS,Rocky Anderson,20
Danbury,Danbury 2-108,President,,JUS,Rocky Anderson,4
Danbury,Danbury 2-109,President,,JUS,Rocky Anderson,4
Danbury,Danbury 2-138,President,,JUS,Rocky Anderson,6
Danbury,Danbury 3-107,President,,JUS,Rocky Anderson,3
Danbury,Danbury 3-109,President,,JUS,Rocky Anderson,0
Danbury,Danbury 4-109,President,,JUS,Rocky Anderson,3
Danbury,Danbury 4-110,President,,JUS,Rocky Anderson,6
Danbury,Danbury 5-002,President,,JUS,Rocky Anderson,5
Danbury,Danbury 5-109,President,,JUS,Rocky Anderson,1
Danbury,Danbury 5-110,President,,JUS,Rocky Anderson,6
Danbury,Danbury 6-002,President,,JUS,Rocky Anderson,4
Danbury,Danbury 6-110,President,,JUS,Rocky Anderson,5
Danbury,Danbury 7-002,President,,JUS,Rocky Anderson,2
Danbury,Danbury 7-110,President,,JUS,Rocky Anderson,2
Danbury,Danbury 7-138,President,,JUS,Rocky Anderson,3
Darien,Darien 1,President,,JUS,Rocky Anderson,0
Darien,Darien 2,President,,JUS,Rocky Anderson,4
Darien,Darien 3,President,,JUS,Rocky Anderson,5
Darien,Darien 4,President,,JUS,Rocky Anderson,1
Darien,Darien 5,President,,JUS,Rocky Anderson,0
Darien,Darien 6,President,,JUS,Rocky Anderson,3
DeepRiver,DeepRiver,President,,JUS,Rocky Anderson,8
Derby,Derby 104,President,,JUS,Rocky Anderson,5
Derby,Derby 105,President,,JUS,Rocky Anderson,3
Derby,Derby 114,President,,JUS,Rocky Anderson,14
Durham,Durham 2,President,,JUS,Rocky Anderson,13
Durham,Durham 3,President,,JUS,Rocky Anderson,1
Durham,Durham 4,President,,JUS,Rocky Anderson,8
East Granby,East Granby,President,,JUS,Rocky Anderson,11
EastHaddam,EastHaddam,President,,JUS,Rocky Anderson,32
EastHampton,EastHampton,President,,JUS,Rocky Anderson,27
East Hartford,East Hartford 1,President,,JUS,Rocky Anderson,6
East Hartford,East Hartford 2,President,,JUS,Rocky Anderson,7
East Hartford,East Hartford 3,President,,JUS,Rocky Anderson,2
East Hartford,East Hartford 4,President,,JUS,Rocky Anderson,7
East Hartford,East Hartford 5,President,,JUS,Rocky Anderson,8
East Hartford,East Hartford 6,President,,JUS,Rocky Anderson,10
East Hartford,East Hartford 7,President,,JUS,Rocky Anderson,7
East Haven,East Haven 1,President,,JUS,Rocky Anderson,9
East Haven,East Haven 1S,President,,JUS,Rocky Anderson,0
East Haven,East Haven 2,President,,JUS,Rocky Anderson,10
East Haven,East Haven 3,President,,JUS,Rocky Anderson,4
East Haven,East Haven 3S,President,,JUS,Rocky Anderson,3
East Haven,East Haven 4,President,,JUS,Rocky Anderson,12
East Haven,East Haven 5,President,,JUS,Rocky Anderson,4
East Haven,East Haven 5S,President,,JUS,Rocky Anderson,0
East Lyme,East Lyme 1,President,,JUS,Rocky Anderson,14
East Lyme,East Lyme 2,President,,JUS,Rocky Anderson,10
East Lyme,East Lyme 3,President,,JUS,Rocky Anderson,8
East Windsor,East Windsor 1,President,,JUS,Rocky Anderson,6
East Windsor,East Windsor 2,President,,JUS,Rocky Anderson,14
Eastford,Eastford,President,,JUS,Rocky Anderson,8
Easton,Easton,President,,JUS,Rocky Anderson,8
Ellington,Ellington 1,President,,JUS,Rocky Anderson,23
Ellington,Ellington 2,President,,JUS,Rocky Anderson,10
Enfield,Enfield - Kennedy,President,,JUS,Rocky Anderson,26
Enfield,Enfield - Fermi,President,,JUS,Rocky Anderson,39
Enfield,Enfield - HS,President,,JUS,Rocky Anderson,42
Enfield,Enfield - Barnard,President,,JUS,Rocky Anderson,57
Enfield,Absentee/Presidential,President,,JUS,Rocky Anderson,20
Essex,Essex,President,,JUS,Rocky Anderson,15
Fairfield,Fairfield 1,President,,JUS,Rocky Anderson,5
Fairfield,Fairfield 2-132,President,,JUS,Rocky Anderson,0
Fairfield,Fairfield 2-133,President,,JUS,Rocky Anderson,0
Fairfield,Fairfield 2-134,President,,JUS,Rocky Anderson,4
Fairfield,Fairfield 3-132,President,,JUS,Rocky Anderson,2
Fairfield,Fairfield 3-134,President,,JUS,Rocky Anderson,5
Fairfield,Fairfield 4-132,President,,JUS,Rocky Anderson,5
Fairfield,Fairfield 4-133,President,,JUS,Rocky Anderson,1
Fairfield,Fairfield 4-134,President,,JUS,Rocky Anderson,1
Fairfield,Fairfield 5-132,President,,JUS,Rocky Anderson,0
Fairfield,Fairfield 5-133,President,,JUS,Rocky Anderson,6
Fairfield,Fairfield 6-132,President,,JUS,Rocky Anderson,2
Fairfield,Fairfield 6-133,President,,JUS,Rocky Anderson,13
Fairfield,Fairfield 7-133,President,,JUS,Rocky Anderson,1
Fairfield,Fairfield 7-134,President,,JUS,Rocky Anderson,2
Fairfield,Fairfield 8-132,President,,JUS,Rocky Anderson,5
Fairfield,Fairfield 8-133,President,,JUS,Rocky Anderson,7
Fairfield,Fairfield 8-134,President,,JUS,Rocky Anderson,0
Fairfield,Fairfield 9,President,,JUS,Rocky Anderson,11
Fairfield,Fairfield 10-132,President,,JUS,Rocky Anderson,6
Fairfield,Fairfield 10-133,President,,JUS,Rocky Anderson,1
Farmington,Farmington 1,President,,JUS,Rocky Anderson,8
Farmington,Farmington 2,President,,JUS,Rocky Anderson,1
Farmington,Farmington 3,President,,JUS,Rocky Anderson,0
Farmington,Farmington 4,President,,JUS,Rocky Anderson,2
Farmington,Farmington 5,President,,JUS,Rocky Anderson,6
Farmington,Farmington 6,President,,JUS,Rocky Anderson,10
Farmington,Farmington 7,President,,JUS,Rocky Anderson,13
Franklin,Franklin,President,,JUS,Rocky Anderson,7
Glastonbury,Glastonbury 1,President,,JUS,Rocky Anderson,13
Glastonbury,Glastonbury 2,President,,JUS,Rocky Anderson,0
Glastonbury,Glastonbury 3,President,,JUS,Rocky Anderson,3
Glastonbury,Glastonbury 4,President,,JUS,Rocky Anderson,9
Glastonbury,Glastonbury 5,President,,JUS,Rocky Anderson,9
Glastonbury,Glastonbury 7,President,,JUS,Rocky Anderson,10
Glastonbury,Glastonbury 9,President,,JUS,Rocky Anderson,6
Goshen,Goshen 63,President,,JUS,Rocky Anderson,3
Goshen,Goshen 64,President,,JUS,Rocky Anderson,2
Granby,Granby 1,President,,JUS,Rocky Anderson,24
Granby,Granby 2,President,,JUS,Rocky Anderson,1
Greenwich,Greenwich 1,President,,JUS,Rocky Anderson,1
Greenwich,Greenwich 1A,President,,JUS,Rocky Anderson,1
