town,precinct,office,district,party,candidate,votes
Milford,Milford 128 JFK,Attorney General,,Green,Stephen Fournier,24
Milford,Milford 238 Meadowside,Attorney General,,Green,Stephen Fournier,25
Milford,Milford 248 Island View,Attorney General,,Green,Stephen Fournier,5
Milford,Milford 318 West Shore,Attorney General,,Green,Stephen Fournier,15
Milford,Milford 328 Egan,Attorney General,,Green,Stephen Fournier,19
Milford,Milford 419 Foran,Attorney General,,Green,Stephen Fournier,35
Milford,Milford 529 Harborside,Attorney General,,Green,Stephen Fournier,49
Milford,Milford 117 Live Oaks,Attorney General,,WF,George Jepsen,16
Milford,Milford 119 Live Oaks,Attorney General,,WF,George Jepsen,11
Milford,Milford 127 Orange,Attorney General,,WF,George Jepsen,37
Milford,Milford 128 JFK,Attorney General,,WF,George Jepsen,42
Milford,Milford 238 Meadowside,Attorney General,,WF,George Jepsen,46
Milford,Milford 248 Island View,Attorney General,,WF,George Jepsen,10
Milford,Milford 318 West Shore,Attorney General,,WF,George Jepsen,46
Milford,Milford 328 Egan,Attorney General,,WF,George Jepsen,42
Milford,Milford 419 Foran,Attorney General,,WF,George Jepsen,60
Milford,Milford 529 Harborside,Attorney General,,WF,George Jepsen,78
Milford,Milford 117 Live Oaks,Attorney General,,Ind,Stephen Fournier,6
Milford,Milford 119 Live Oaks,Attorney General,,Ind,Stephen Fournier,11
Milford,Milford 127 Orange,Attorney General,,Ind,Stephen Fournier,19
Milford,Milford 128 JFK,Attorney General,,Ind,Stephen Fournier,30
Milford,Milford 238 Meadowside,Attorney General,,Ind,Stephen Fournier,29
Milford,Milford 248 Island View,Attorney General,,Ind,Stephen Fournier,4
Milford,Milford 318 West Shore,Attorney General,,Ind,Stephen Fournier,31
Milford,Milford 328 Egan,Attorney General,,Ind,Stephen Fournier,27
Milford,Milford 419 Foran,Attorney General,,Ind,Stephen Fournier,48
Milford,Milford 529 Harborside,Attorney General,,Ind,Stephen Fournier,49
