county,town,precinct,office,district,party,candidate,votes
Fairfield,Darien,2,U.S. Senate,,,Richard Blumenthal,22
Fairfield,Darien,3,U.S. Senate,,,Richard Blumenthal,21
Fairfield,Darien,4,U.S. Senate,,,Richard Blumenthal,30
Fairfield,Darien,5,U.S. Senate,,,Richard Blumenthal,30
Fairfield,Darien,6,U.S. Senate,,,Richard Blumenthal,10
Fairfield,Darien,1,U.S. Senate,,Republican,Dan Carter,1211
Fairfield,Darien,2,U.S. Senate,,Republican,Dan Carter,1017
Fairfield,Darien,3,U.S. Senate,,Republican,Dan Carter,954
Fairfield,Darien,4,U.S. Senate,,Republican,Dan Carter,964
Fairfield,Darien,5,U.S. Senate,,Republican,Dan Carter,945
Fairfield,Darien,6,U.S. Senate,,Republican,Dan Carter,1001
Fairfield,Darien,1,U.S. Senate,,Libertarian,Richard Lion,12
Fairfield,Darien,2,U.S. Senate,,Libertarian,Richard Lion,15
Fairfield,Darien,3,U.S. Senate,,Libertarian,Richard Lion,16
Fairfield,Darien,4,U.S. Senate,,Libertarian,Richard Lion,11
Fairfield,Darien,5,U.S. Senate,,Libertarian,Richard Lion,24
Fairfield,Darien,6,U.S. Senate,,Libertarian,Richard Lion,18
Fairfield,Darien,1,U.S. Senate,,Green,Jeffrey Russell,7
Fairfield,Darien,2,U.S. Senate,,Green,Jeffrey Russell,6
Fairfield,Darien,3,U.S. Senate,,Green,Jeffrey Russell,7
Fairfield,Darien,4,U.S. Senate,,Green,Jeffrey Russell,11
Fairfield,Darien,5,U.S. Senate,,Green,Jeffrey Russell,21
Fairfield,Darien,6,U.S. Senate,,Green,Jeffrey Russell,9
Fairfield,Darien,1,U.S. Senate,,,Write-ins,0
Fairfield,Darien,2,U.S. Senate,,,Write-ins,0
Fairfield,Darien,3,U.S. Senate,,,Write-ins,0
Fairfield,Darien,4,U.S. Senate,,,Write-ins,0
Fairfield,Darien,5,U.S. Senate,,,Write-ins,0
Fairfield,Darien,6,U.S. Senate,,,Write-ins,0
Fairfield,Darien,1,U.S. House,4,Democrat,Jim Himes,600
Fairfield,Darien,2,U.S. House,4,Democrat,Jim Himes,720
Fairfield,Darien,3,U.S. House,4,Democrat,Jim Himes,811
Fairfield,Darien,4,U.S. House,4,Democrat,Jim Himes,808
Fairfield,Darien,5,U.S. House,4,Democrat,Jim Himes,971
Fairfield,Darien,6,U.S. House,4,Democrat,Jim Himes,818
Fairfield,Darien,1,U.S. House,4,Republican,John Sheban,1210
Fairfield,Darien,2,U.S. House,4,Republican,John Sheban,1010
Fairfield,Darien,3,U.S. House,4,Republican,John Sheban,970
Fairfield,Darien,4,U.S. House,4,Republican,John Sheban,982
Fairfield,Darien,5,U.S. House,4,Republican,John Sheban,972
Fairfield,Darien,6,U.S. House,4,Republican,John Sheban,1039
Fairfield,Darien,1,U.S. House,4,Independent,John Sheban,14
Fairfield,Darien,2,U.S. House,4,Independent,John Sheban,42
Fairfield,Darien,3,U.S. House,4,Independent,John Sheban,19
Fairfield,Darien,4,U.S. House,4,Independent,John Sheban,18
Fairfield,Darien,5,U.S. House,4,Independent,John Sheban,27
Fairfield,Darien,6,U.S. House,4,Independent,John Sheban,21
Fairfield,Darien,1,U.S. House,4,,John Sheban,9
Fairfield,Darien,2,U.S. House,4,,John Sheban,1
Fairfield,Darien,3,U.S. House,4,,John Sheban,8
Fairfield,Darien,4,U.S. House,4,,John Sheban,8
Fairfield,Darien,5,U.S. House,4,,John Sheban,9
Fairfield,Darien,6,U.S. House,4,,John Sheban,0
Fairfield,Darien,1,U.S. House,4,,Vassar,1
Fairfield,Darien,2,U.S. House,4,,Vassar,0
Fairfield,Darien,3,U.S. House,4,,Vassar,0
Fairfield,Darien,4,U.S. House,4,,Vassar,0
Fairfield,Darien,5,U.S. House,4,,Vassar,0
Fairfield,Darien,6,U.S. House,4,,Vassar,0
Fairfield,Darien,1,State Senate,25,Democrat,Bob Duff,372
Fairfield,Darien,2,State Senate,25,Democrat,Bob Duff,0
Fairfield,Darien,3,State Senate,25,Democrat,Bob Duff,612
Fairfield,Darien,4,State Senate,25,Democrat,Bob Duff,0
Fairfield,Darien,5,State Senate,25,Democrat,Bob Duff,767
Fairfield,Darien,6,State Senate,25,Democrat,Bob Duff,635
Fairfield,Darien,1,State Senate,25,Republican,Gregory Ehlers,1430
Fairfield,Darien,2,State Senate,25,Republican,Gregory Ehlers,0
Fairfield,Darien,3,State Senate,25,Republican,Gregory Ehlers,1131
Fairfield,Darien,4,State Senate,25,Republican,Gregory Ehlers,0
Fairfield,Darien,5,State Senate,25,Republican,Gregory Ehlers,1162
Fairfield,Darien,6,State Senate,25,Republican,Gregory Ehlers,1218
Fairfield,Darien,1,State Senate,25,Independent,Gregory Ehlers,31
Fairfield,Darien,2,State Senate,25,Independent,Gregory Ehlers,0
Fairfield,Darien,3,State Senate,25,Independent,Gregory Ehlers,52
Fairfield,Darien,4,State Senate,25,Independent,Gregory Ehlers,0
Fairfield,Darien,5,State Senate,25,Independent,Gregory Ehlers,42
Fairfield,Darien,6,State Senate,25,Independent,Gregory Ehlers,37
Fairfield,Darien,1,State Senate,25,,Gregory Ehlers,12
Fairfield,Darien,2,State Senate,25,,Gregory Ehlers,0
Fairfield,Darien,3,State Senate,25,,Gregory Ehlers,8
Fairfield,Darien,4,State Senate,25,,Gregory Ehlers,0
Fairfield,Darien,5,State Senate,25,,Gregory Ehlers,8
Fairfield,Darien,6,State Senate,25,,Gregory Ehlers,5
Fairfield,Darien,1,State Senate,27,Democrat,Carlo Leone,0
Fairfield,Darien,2,State Senate,27,Democrat,Carlo Leone,535
Fairfield,Darien,3,State Senate,27,Democrat,Carlo Leone,0
Fairfield,Darien,4,State Senate,27,Democrat,Carlo Leone,609
Fairfield,Darien,5,State Senate,27,Democrat,Carlo Leone,0
Fairfield,Darien,6,State Senate,27,Democrat,Carlo Leone,0
Fairfield,Darien,1,State Senate,27,Republican,Gino C. Bottino,0
Fairfield,Darien,2,State Senate,27,Republican,Gino C. Bottino,1101
Fairfield,Darien,3,State Senate,27,Republican,Gino C. Bottino,0
Fairfield,Darien,4,State Senate,27,Republican,Gino C. Bottino,1075
Fairfield,Darien,5,State Senate,27,Republican,Gino C. Bottino,0
Fairfield,Darien,6,State Senate,27,Republican,Gino C. Bottino,0
Fairfield,Darien,1,State Senate,27,Independent,Gino C. Bottino,0
Fairfield,Darien,2,State Senate,27,Independent,Gino C. Bottino,31
Fairfield,Darien,3,State Senate,27,Independent,Gino C. Bottino,0
Fairfield,Darien,4,State Senate,27,Independent,Gino C. Bottino,28
Fairfield,Darien,5,State Senate,27,Independent,Gino C. Bottino,0
Fairfield,Darien,6,State Senate,27,Independent,Gino C. Bottino,0
Fairfield,Darien,1,State Senate,27,,Gino C. Bottino,0
Fairfield,Darien,2,State Senate,27,,Gino C. Bottino,3
Fairfield,Darien,3,State Senate,27,,Gino C. Bottino,0
Fairfield,Darien,4,State Senate,27,,Gino C. Bottino,2
Fairfield,Darien,5,State Senate,27,,Gino C. Bottino,0
Fairfield,Darien,6,State Senate,27,,Gino C. Bottino,0
Fairfield,Darien,1,State Senate,27,Green,Cora Marie Santaguida,0
Fairfield,Darien,2,State Senate,27,Green,Cora Marie Santaguida,22
Fairfield,Darien,3,State Senate,27,Green,Cora Marie Santaguida,0
Fairfield,Darien,4,State Senate,27,Green,Cora Marie Santaguida,23
Fairfield,Darien,5,State Senate,27,Green,Cora Marie Santaguida,0
Fairfield,Darien,6,State Senate,27,Green,Cora Marie Santaguida,0
Fairfield,Darien,1,State House,141,Democrat,Randy Klein,291
Fairfield,Darien,2,State House,141,Democrat,Randy Klein,419
Fairfield,Darien,3,State House,141,Democrat,Randy Klein,0
Fairfield,Darien,4,State House,141,Democrat,Randy Klein,547
Fairfield,Darien,5,State House,141,Democrat,Randy Klein,693
Fairfield,Darien,6,State House,141,Democrat,Randy Klein,522
Fairfield,Darien,1,State House,141,Republican,Terrie E Wood,1514
Fairfield,Darien,2,State House,141,Republican,Terrie E Wood,1313
Fairfield,Darien,3,State House,141,Republican,Terrie E Wood,0
Fairfield,Darien,4,State House,141,Republican,Terrie E Wood,1233
Fairfield,Darien,5,State House,141,Republican,Terrie E Wood,1249
Fairfield,Darien,6,State House,141,Republican,Terrie E Wood,1337
Fairfield,Darien,1,State House,141,Independent,Terrie E Wood,34
Fairfield,Darien,2,State House,141,Independent,Terrie E Wood,56
Fairfield,Darien,3,State House,141,Independent,Terrie E Wood,0
Fairfield,Darien,4,State House,141,Independent,Terrie E Wood,41
Fairfield,Darien,5,State House,141,Independent,Terrie E Wood,49
Fairfield,Darien,6,State House,141,Independent,Terrie E Wood,34
Fairfield,Darien,1,State House,141,,Terrie E Wood,14
Fairfield,Darien,2,State House,141,,Terrie E Wood,14
Fairfield,Darien,3,State House,141,,Terrie E Wood,0
Fairfield,Darien,4,State House,141,,Terrie E Wood,9
Fairfield,Darien,5,State House,141,,Terrie E Wood,13
Fairfield,Darien,6,State House,141,,Terrie E Wood,14
Fairfield,Darien,1,State House,147,Democrat,William Tong,0
Fairfield,Darien,2,State House,147,Democrat,William Tong,0
Fairfield,Darien,3,State House,147,Democrat,William Tong,987
Fairfield,Darien,4,State House,147,Democrat,William Tong,0
Fairfield,Darien,5,State House,147,Democrat,William Tong,0
Fairfield,Darien,6,State House,147,Democrat,William Tong,0
Fairfield,Darien,1,Reg of Voters,,Democrat,Susan K. Gray,442
Fairfield,Darien,2,Reg of Voters,,Democrat,Susan K. Gray,546
Fairfield,Darien,3,Reg of Voters,,Democrat,Susan K. Gray,647
Fairfield,Darien,4,Reg of Voters,,Democrat,Susan K. Gray,603
Fairfield,Darien,5,Reg of Voters,,Democrat,Susan K. Gray,775
Fairfield,Darien,6,Reg of Voters,,Democrat,Susan K. Gray,674
Fairfield,Darien,1,Reg of Voters,,Republican,John J. Visi,844
Fairfield,Darien,2,Reg of Voters,,Republican,John J. Visi,1113
Fairfield,Darien,3,Reg of Voters,,Republican,John J. Visi,1021
Fairfield,Darien,4,Reg of Voters,,Republican,John J. Visi,1092
Fairfield,Darien,5,Reg of Voters,,Republican,John J. Visi,1100
Fairfield,Darien,6,Reg of Voters,,Republican,John J. Visi,1132
Fairfield,Darien,1,Board of Education,,Democrat,Tara B. Ochman,577
Fairfield,Darien,2,Board of Education,,Democrat,Tara B. Ochman,610
Fairfield,Darien,3,Board of Education,,Democrat,Tara B. Ochman,732
Fairfield,Darien,4,Board of Education,,Democrat,Tara B. Ochman,695
Fairfield,Darien,5,Board of Education,,Democrat,Tara B. Ochman,844
Fairfield,Darien,6,Board of Education,,Democrat,Tara B. Ochman,751
Fairfield,Darien,1,Board of Education,,Republican,D. Jill McCammon,1252
Fairfield,Darien,2,Board of Education,,Republican,D. Jill McCammon,1149
Fairfield,Darien,3,Board of Education,,Republican,D. Jill McCammon,1054
Fairfield,Darien,4,Board of Education,,Republican,D. Jill McCammon,1122
Fairfield,Darien,5,Board of Education,,Republican,D. Jill McCammon,1125
Fairfield,Darien,6,Board of Education,,Republican,D. Jill McCammon,1201
Fairfield,Darien,1,Board of Education,,Republican,Christia S. McNamara,1391
Fairfield,Darien,2,Board of Education,,Republican,Christia S. McNamara,1262
Fairfield,Darien,3,Board of Education,,Republican,Christia S. McNamara,1232
Fairfield,Darien,4,Board of Education,,Republican,Christia S. McNamara,1234
Fairfield,Darien,5,Board of Education,,Republican,Christia S. McNamara,1299
Fairfield,Darien,6,Board of Education,,Republican,Christia S. McNamara,1294
