county,town,precinct,office,district,candidate,party,votes
New London,Colchester,Colchester 2,State House,48,Evan Evans,Rep,658
New London,Colchester,Colchester 3,State House,48,Evan Evans,Rep,596
New London,Colchester,Colchester 1,State House,48,Linda Orange,Dem,1270
New London,Colchester,Colchester 2,State House,48,Linda Orange,Dem,732
New London,Colchester,Colchester 3,State House,48,Linda Orange,Dem,791
New London,Colchester,Colchester 1,State House,48,Linda Orange,WF,140
New London,Colchester,Colchester 2,State House,48,Linda Orange,WF,99
New London,Colchester,Colchester 3,State House,48,Linda Orange,WF,72
New London,Colchester,Colchester 4,State House,33,Melissa Ziobron,Rep,283
New London,Colchester,Colchester 4,State House,33,Mini Perriotti,Dem,140
New London,Colchester,Colchester 4,State House,33,Melissa Ziobron,Ind,36
New London,Colchester,Colchester 1,Secretary of State,,Peter Lumaj,Rep,1146
New London,Colchester,Colchester 2,Secretary of State,,Peter Lumaj,Rep,716
New London,Colchester,Colchester 3,Secretary of State,,Peter Lumaj,Rep,669
New London,Colchester,Colchester 4,Secretary of State,,Peter Lumaj,Rep,235
New London,Colchester,Colchester 1,Secretary of State,,Denise Merrill,Dem,1032
New London,Colchester,Colchester 2,Secretary of State,,Denise Merrill,Dem,599
New London,Colchester,Colchester 3,Secretary of State,,Denise Merrill,Dem,660
New London,Colchester,Colchester 4,Secretary of State,,Denise Merrill,Dem,181
New London,Colchester,Colchester 1,Secretary of State,,Denise Merrill,WF,108
New London,Colchester,Colchester 2,Secretary of State,,Denise Merrill,WF,59
New London,Colchester,Colchester 3,Secretary of State,,Denise Merrill,WF,41
New London,Colchester,Colchester 4,Secretary of State,,Denise Merrill,WF,17
New London,Colchester,Colchester 1,Secretary of State,,Peter Lumaj,Ind,84
New London,Colchester,Colchester 2,Secretary of State,,Peter Lumaj,Ind,54
New London,Colchester,Colchester 3,Secretary of State,,Peter Lumaj,Ind,42
New London,Colchester,Colchester 4,Secretary of State,,Peter Lumaj,Ind,27
New London,Colchester,Colchester 1,Secretary of State,,Michael DeRosa,Green,69
New London,Colchester,Colchester 2,Secretary of State,,Michael DeRosa,Green,36
New London,Colchester,Colchester 3,Secretary of State,,Michael DeRosa,Green,36
New London,Colchester,Colchester 4,Secretary of State,,Michael DeRosa,Green,7
New London,Colchester,Colchester 1,State Treasurer,,Tim Herbst,Rep,1208
New London,Colchester,Colchester 2,State Treasurer,,Tim Herbst,Rep,733
New London,Colchester,Colchester 3,State Treasurer,,Tim Herbst,Rep,735
New London,Colchester,Colchester 4,State Treasurer,,Tim Herbst,Rep,247
New London,Colchester,Colchester 1,State Treasurer,,Denise Nappier,Dem,1023
New London,Colchester,Colchester 2,State Treasurer,,Denise Nappier,Dem,598
New London,Colchester,Colchester 3,State Treasurer,,Denise Nappier,Dem,608
New London,Colchester,Colchester 4,State Treasurer,,Denise Nappier,Dem,187
New London,Colchester,Colchester 1,State Treasurer,,Denise Nappier,WF,97
New London,Colchester,Colchester 2,State Treasurer,,Denise Nappier,WF,63
New London,Colchester,Colchester 3,State Treasurer,,Denise Nappier,WF,50
New London,Colchester,Colchester 4,State Treasurer,,Denise Nappier,WF,16
New London,Colchester,Colchester 1,State Treasurer,,Tim Herbst,Ind,108
New London,Colchester,Colchester 2,State Treasurer,,Tim Herbst,Ind,66
New London,Colchester,Colchester 3,State Treasurer,,Tim Herbst,Ind,57
New London,Colchester,Colchester 4,State Treasurer,,Tim Herbst,Ind,18
New London,Colchester,Colchester 1,Comptroller,,Sharon McLaughlin,Rep,1074
New London,Colchester,Colchester 2,Comptroller,,Sharon McLaughlin,Rep,654
New London,Colchester,Colchester 3,Comptroller,,Sharon McLaughlin,Rep,631
New London,Colchester,Colchester 4,Comptroller,,Sharon McLaughlin,Rep,224
New London,Colchester,Colchester 1,Comptroller,,Kevin Lembo,Dem,1076
New London,Colchester,Colchester 2,Comptroller,,Kevin Lembo,Dem,639
New London,Colchester,Colchester 3,Comptroller,,Kevin Lembo,Dem,681
New London,Colchester,Colchester 4,Comptroller,,Kevin Lembo,Dem,197
New London,Colchester,Colchester 1,Comptroller,,Kevin Lembo,WF,100
New London,Colchester,Colchester 2,Comptroller,,Kevin Lembo,WF,55
New London,Colchester,Colchester 3,Comptroller,,Kevin Lembo,WF,54
New London,Colchester,Colchester 4,Comptroller,,Kevin Lembo,WF,14
New London,Colchester,Colchester 1,Comptroller,,Sharon McLaughlin,Ind,97
New London,Colchester,Colchester 2,Comptroller,,Sharon McLaughlin,Ind,52
New London,Colchester,Colchester 3,Comptroller,,Sharon McLaughlin,Ind,40
New London,Colchester,Colchester 4,Comptroller,,Sharon McLaughlin,Ind,15
New London,Colchester,Colchester 1,Comptroller,,Rolf Maurer,Green,57
New London,Colchester,Colchester 2,Comptroller,,Rolf Maurer,Green,33
New London,Colchester,Colchester 3,Comptroller,,Rolf Maurer,Green,23
New London,Colchester,Colchester 4,Comptroller,,Rolf Maurer,Green,9
New London,Colchester,Colchester 1,Attorney General,,Kie Westby,Rep,984
New London,Colchester,Colchester 2,Attorney General,,Kie Westby,Rep,601
New London,Colchester,Colchester 3,Attorney General,,Kie Westby,Rep,601
New London,Colchester,Colchester 4,Attorney General,,Kie Westby,Rep,197
New London,Colchester,Colchester 1,Attorney General,,George Jepsen,Dem,1188
New London,Colchester,Colchester 2,Attorney General,,George Jepsen,Dem,695
New London,Colchester,Colchester 3,Attorney General,,George Jepsen,Dem,740
New London,Colchester,Colchester 4,Attorney General,,George Jepsen,Dem,227
New London,Colchester,Colchester 1,Attorney General,,George Jepsen,WF,108
New London,Colchester,Colchester 2,Attorney General,,George Jepsen,WF,58
New London,Colchester,Colchester 3,Attorney General,,George Jepsen,WF,47
New London,Colchester,Colchester 4,Attorney General,,George Jepsen,WF,20
New London,Colchester,Colchester 1,Attorney General,,Kie Westby,Ind,70
New London,Colchester,Colchester 2,Attorney General,,Kie Westby,Ind,46
New London,Colchester,Colchester 3,Attorney General,,Kie Westby,Ind,28
New London,Colchester,Colchester 4,Attorney General,,Kie Westby,Ind,12
New London,Colchester,Colchester 1,Attorney General,,Stephen Fournier,Green,71
New London,Colchester,Colchester 2,Attorney General,,Stephen Fournier,Green,47
New London,Colchester,Colchester 3,Attorney General,,Stephen Fournier,Green,37
New London,Colchester,Colchester 4,Attorney General,,Stephen Fournier,Green,10
