county,precinct,office,district,party,candidate,poll,abs,unknown,votes
Hartford,Hartford City 18,Governor,,Dem,Dannel Malloy,651,4,1,656
Hartford,Hartford City 19,Governor,,Dem,Dannel Malloy,509,12,0,521
Hartford,Hartford City 20,Governor,,Dem,Dannel Malloy,407,17,5,429
Hartford,Hartford City 21,Governor,,Dem,Dannel Malloy,516,16,0,532
Hartford,Hartford City 22,Governor,,Dem,Dannel Malloy,336,13,0,349
Hartford,Hartford City 23,Governor,,Dem,Dannel Malloy,219,4,0,223
Hartford,Hartford City 24,Governor,,Dem,Dannel Malloy,1117,74,12,1203
Hartford,Hartford City CT,Governor,,Dem,Dannel Malloy,14840,677,51,15568
Hartford,Hartford City 01,Governor,,WF,Dannel Malloy,1,0,0,1
Hartford,Hartford City 02,Governor,,WF,Dannel Malloy,58,5,0,63
Hartford,Hartford City 03,Governor,,WF,Dannel Malloy,70,1,0,71
Hartford,Hartford City 04,Governor,,WF,Dannel Malloy,46,2,0,48
Hartford,Hartford City 05,Governor,,WF,Dannel Malloy,93,3,0,96
Hartford,Hartford City 06,Governor,,WF,Dannel Malloy,22,2,0,24
Hartford,Hartford City 07,Governor,,WF,Dannel Malloy,61,4,0,65
Hartford,Hartford City 08,Governor,,WF,Dannel Malloy,70,0,0,70
Hartford,Hartford City 09,Governor,,WF,Dannel Malloy,16,0,0,16
Hartford,Hartford City 10,Governor,,WF,Dannel Malloy,26,2,0,28
Hartford,Hartford City 11,Governor,,WF,Dannel Malloy,29,0,0,29
Hartford,Hartford City 12,Governor,,WF,Dannel Malloy,39,1,0,40
Hartford,Hartford City 13,Governor,,WF,Dannel Malloy,24,0,0,24
Hartford,Hartford City 14,Governor,,WF,Dannel Malloy,49,2,0,51
Hartford,Hartford City 15,Governor,,WF,Dannel Malloy,89,1,0,90
Hartford,Hartford City 16,Governor,,WF,Dannel Malloy,74,0,0,74
Hartford,Hartford City 17,Governor,,WF,Dannel Malloy,24,0,0,24
Hartford,Hartford City 18,Governor,,WF,Dannel Malloy,41,2,0,43
Hartford,Hartford City 19,Governor,,WF,Dannel Malloy,109,0,0,109
Hartford,Hartford City 20,Governor,,WF,Dannel Malloy,74,2,0,76
Hartford,Hartford City 21,Governor,,WF,Dannel Malloy,73,1,2,76
Hartford,Hartford City 22,Governor,,WF,Dannel Malloy,31,1,0,32
Hartford,Hartford City 23,Governor,,WF,Dannel Malloy,31,0,0,31
Hartford,Hartford City 24,Governor,,WF,Dannel Malloy,35,8,0,43
Hartford,Hartford City CT,Governor,,WF,Dannel Malloy,1185,37,2,1224
Hartford,Hartford City 01,Governor,,PC,Joe Visconti,1,0,,1
Hartford,Hartford City 02,Governor,,PC,Joe Visconti,0,0,,0
Hartford,Hartford City 03,Governor,,PC,Joe Visconti,8,1,,9
Hartford,Hartford City 04,Governor,,PC,Joe Visconti,4,3,,7
Hartford,Hartford City 05,Governor,,PC,Joe Visconti,8,0,,8
Hartford,Hartford City 06,Governor,,PC,Joe Visconti,1,0,,1
Hartford,Hartford City 07,Governor,,PC,Joe Visconti,3,0,,3
Hartford,Hartford City 08,Governor,,PC,Joe Visconti,3,0,,3
Hartford,Hartford City 09,Governor,,PC,Joe Visconti,1,1,,2
Hartford,Hartford City 10,Governor,,PC,Joe Visconti,1,0,,1
Hartford,Hartford City 11,Governor,,PC,Joe Visconti,2,0,,2
Hartford,Hartford City 12,Governor,,PC,Joe Visconti,1,0,,1
Hartford,Hartford City 13,Governor,,PC,Joe Visconti,4,0,,4
Hartford,Hartford City 14,Governor,,PC,Joe Visconti,3,0,,3
Hartford,Hartford City 15,Governor,,PC,Joe Visconti,6,0,,6
Hartford,Hartford City 16,Governor,,PC,Joe Visconti,10,0,,10
Hartford,Hartford City 17,Governor,,PC,Joe Visconti,7,0,,7
Hartford,Hartford City 18,Governor,,PC,Joe Visconti,0,0,,0
Hartford,Hartford City 19,Governor,,PC,Joe Visconti,3,0,,3
Hartford,Hartford City 20,Governor,,PC,Joe Visconti,0,0,,0
Hartford,Hartford City 21,Governor,,PC,Joe Visconti,4,0,,4
Hartford,Hartford City 22,Governor,,PC,Joe Visconti,3,0,,3
Hartford,Hartford City 23,Governor,,PC,Joe Visconti,0,0,,0
Hartford,Hartford City 24,Governor,,PC,Joe Visconti,7,0,,7
Hartford,Hartford City CT,Governor,,PC,Joe Visconti,80,5,,85
Hartford,Hartford City 01,U.S. House,1,Rep,Matthew Corey,2,0,,2
Hartford,Hartford City 02,U.S. House,1,Rep,Matthew Corey,26,0,,26
Hartford,Hartford City 03,U.S. House,1,Rep,Matthew Corey,92,3,,95
Hartford,Hartford City 04,U.S. House,1,Rep,Matthew Corey,118,11,,129
Hartford,Hartford City 05,U.S. House,1,Rep,Matthew Corey,107,4,,111
Hartford,Hartford City 06,U.S. House,1,Rep,Matthew Corey,16,0,,16
Hartford,Hartford City 07,U.S. House,1,Rep,Matthew Corey,26,0,,26
Hartford,Hartford City 08,U.S. House,1,Rep,Matthew Corey,34,0,,34
Hartford,Hartford City 09,U.S. House,1,Rep,Matthew Corey,26,0,,26
Hartford,Hartford City 10,U.S. House,1,Rep,Matthew Corey,10,1,,11
Hartford,Hartford City 11,U.S. House,1,Rep,Matthew Corey,34,1,,35
Hartford,Hartford City 12,U.S. House,1,Rep,Matthew Corey,42,3,,45
Hartford,Hartford City 13,U.S. House,1,Rep,Matthew Corey,54,1,,55
Hartford,Hartford City 14,U.S. House,1,Rep,Matthew Corey,61,1,,62
Hartford,Hartford City 15,U.S. House,1,Rep,Matthew Corey,122,1,,123
Hartford,Hartford City 16,U.S. House,1,Rep,Matthew Corey,103,1,,104
Hartford,Hartford City 17,U.S. House,1,Rep,Matthew Corey,61,2,,63
Hartford,Hartford City 18,U.S. House,1,Rep,Matthew Corey,104,2,,106
Hartford,Hartford City 19,U.S. House,1,Rep,Matthew Corey,52,0,,52
Hartford,Hartford City 20,U.S. House,1,Rep,Matthew Corey,39,1,,40
Hartford,Hartford City 21,U.S. House,1,Rep,Matthew Corey,60,2,,62
Hartford,Hartford City 22,U.S. House,1,Rep,Matthew Corey,70,1,,71
Hartford,Hartford City 23,U.S. House,1,Rep,Matthew Corey,7,1,,8
Hartford,Hartford City 24,U.S. House,1,Rep,Matthew Corey,38,0,,38
Hartford,Hartford City CT,U.S. House,1,Rep,Matthew Corey,1304,36,,1340
Hartford,Hartford City 01,U.S. House,1,Dem,John Larson,55,3,0,58
Hartford,Hartford City 02,U.S. House,1,Dem,John Larson,871,65,0,936
Hartford,Hartford City 03,U.S. House,1,Dem,John Larson,791,18,0,809
Hartford,Hartford City 04,U.S. House,1,Dem,John Larson,546,54,0,600
Hartford,Hartford City 05,U.S. House,1,Dem,John Larson,693,41,0,734
Hartford,Hartford City 06,U.S. House,1,Dem,John Larson,572,29,2,603
Hartford,Hartford City 07,U.S. House,1,Dem,John Larson,1144,38,1,1183
Hartford,Hartford City 08,U.S. House,1,Dem,John Larson,952,20,5,977
Hartford,Hartford City 09,U.S. House,1,Dem,John Larson,248,13,1,262
Hartford,Hartford City 10,U.S. House,1,Dem,John Larson,334,105,0,439
Hartford,Hartford City 11,U.S. House,1,Dem,John Larson,193,3,0,196
Hartford,Hartford City 12,U.S. House,1,Dem,John Larson,542,50,0,592
Hartford,Hartford City 13,U.S. House,1,Dem,John Larson,484,12,0,496
Hartford,Hartford City 14,U.S. House,1,Dem,John Larson,732,30,1,763
Hartford,Hartford City 15,U.S. House,1,Dem,John Larson,639,9,0,648
Hartford,Hartford City 16,U.S. House,1,Dem,John Larson,738,14,0,752
Hartford,Hartford City 17,U.S. House,1,Dem,John Larson,541,11,0,552
Hartford,Hartford City 18,U.S. House,1,Dem,John Larson,603,4,0,607
Hartford,Hartford City 19,U.S. House,1,Dem,John Larson,495,13,3,511
Hartford,Hartford City 20,U.S. House,1,Dem,John Larson,384,15,0,399
Hartford,Hartford City 21,U.S. House,1,Dem,John Larson,506,16,0,522
Hartford,Hartford City 22,U.S. House,1,Dem,John Larson,335,14,0,349
Hartford,Hartford City 23,U.S. House,1,Dem,John Larson,200,4,0,204
Hartford,Hartford City 24,U.S. House,1,Dem,John Larson,1046,68,7,1121
Hartford,Hartford City CT,U.S. House,1,Dem,John Larson,13644,649,20,14313
Hartford,Hartford City 01,U.S. House,1,WF,John Larson,1,0,0,1
Hartford,Hartford City 02,U.S. House,1,WF,John Larson,116,3,4,123
Hartford,Hartford City 03,U.S. House,1,WF,John Larson,123,1,2,126
Hartford,Hartford City 04,U.S. House,1,WF,John Larson,56,2,1,59
Hartford,Hartford City 05,U.S. House,1,WF,John Larson,123,3,2,128
Hartford,Hartford City 06,U.S. House,1,WF,John Larson,27,2,0,29
Hartford,Hartford City 07,U.S. House,1,WF,John Larson,72,5,0,77
Hartford,Hartford City 08,U.S. House,1,WF,John Larson,86,0,0,86
Hartford,Hartford City 09,U.S. House,1,WF,John Larson,23,0,0,23
Hartford,Hartford City 10,U.S. House,1,WF,John Larson,42,2,1,45
Hartford,Hartford City 11,U.S. House,1,WF,John Larson,24,0,0,24
Hartford,Hartford City 12,U.S. House,1,WF,John Larson,72,1,0,73
Hartford,Hartford City 13,U.S. House,1,WF,John Larson,27,0,0,27
Hartford,Hartford City 14,U.S. House,1,WF,John Larson,93,2,0,95
Hartford,Hartford City 15,U.S. House,1,WF,John Larson,166,2,0,168
Hartford,Hartford City 16,U.S. House,1,WF,John Larson,110,1,0,111
Hartford,Hartford City 17,U.S. House,1,WF,John Larson,61,1,0,62
Hartford,Hartford City 18,U.S. House,1,WF,John Larson,84,2,1,87
Hartford,Hartford City 19,U.S. House,1,WF,John Larson,67,1,0,68
Hartford,Hartford City 20,U.S. House,1,WF,John Larson,46,2,0,48
Hartford,Hartford City 21,U.S. House,1,WF,John Larson,58,0,1,59
Hartford,Hartford City 22,U.S. House,1,WF,John Larson,25,1,0,26
Hartford,Hartford City 23,U.S. House,1,WF,John Larson,18,0,0,18
Hartford,Hartford City 24,U.S. House,1,WF,John Larson,31,6,0,37
Hartford,Hartford City CT,U.S. House,1,WF,John Larson,1551,37,12,1600
Hartford,Hartford City 01,U.S. House,1,Green,Jeffery Russell,1,0,,1
Hartford,Hartford City 02,U.S. House,1,Green,Jeffery Russell,5,0,,5
Hartford,Hartford City 03,U.S. House,1,Green,Jeffery Russell,16,1,,17
Hartford,Hartford City 04,U.S. House,1,Green,Jeffery Russell,18,4,,22
Hartford,Hartford City 05,U.S. House,1,Green,Jeffery Russell,28,1,,29
Hartford,Hartford City 06,U.S. House,1,Green,Jeffery Russell,6,0,,6
Hartford,Hartford City 07,U.S. House,1,Green,Jeffery Russell,3,0,,3
Hartford,Hartford City 08,U.S. House,1,Green,Jeffery Russell,5,0,,5
Hartford,Hartford City 09,U.S. House,1,Green,Jeffery Russell,9,0,,9
Hartford,Hartford City 10,U.S. House,1,Green,Jeffery Russell,2,0,,2
Hartford,Hartford City 11,U.S. House,1,Green,Jeffery Russell,6,0,,6
Hartford,Hartford City 12,U.S. House,1,Green,Jeffery Russell,10,0,,10
Hartford,Hartford City 13,U.S. House,1,Green,Jeffery Russell,7,0,,7
Hartford,Hartford City 14,U.S. House,1,Green,Jeffery Russell,6,1,,7
Hartford,Hartford City 15,U.S. House,1,Green,Jeffery Russell,15,0,,15
Hartford,Hartford City 16,U.S. House,1,Green,Jeffery Russell,18,0,,18
Hartford,Hartford City 17,U.S. House,1,Green,Jeffery Russell,11,0,,11
Hartford,Hartford City 18,U.S. House,1,Green,Jeffery Russell,5,0,,5
Hartford,Hartford City 19,U.S. House,1,Green,Jeffery Russell,7,0,,7
Hartford,Hartford City 20,U.S. House,1,Green,Jeffery Russell,9,0,,9
Hartford,Hartford City 21,U.S. House,1,Green,Jeffery Russell,8,1,,9
Hartford,Hartford City 22,U.S. House,1,Green,Jeffery Russell,11,1,,12
Hartford,Hartford City 23,U.S. House,1,Green,Jeffery Russell,2,0,,2
Hartford,Hartford City 24,U.S. House,1,Green,Jeffery Russell,10,0,,10
Hartford,Hartford City CT,U.S. House,1,Green,Jeffery Russell,216,11,,227
Hartford,Hartford City 01,State Senate,1,Rep,Barbara Ruhe,2,0,,2
Hartford,Hartford City 10,State Senate,1,Rep,Barbara Ruhe,7,1,,8
Hartford,Hartford City 12,State Senate,1,Rep,Barbara Ruhe,45,5,,50
Hartford,Hartford City 13,State Senate,1,Rep,Barbara Ruhe,47,1,,48
Hartford,Hartford City 14,State Senate,1,Rep,Barbara Ruhe,65,1,,66
Hartford,Hartford City 15,State Senate,1,Rep,Barbara Ruhe,131,1,,132
Hartford,Hartford City 16,State Senate,1,Rep,Barbara Ruhe,105,1,,106
Hartford,Hartford City 17,State Senate,1,Rep,Barbara Ruhe,61,2,,63
Hartford,Hartford City 18,State Senate,1,Rep,Barbara Ruhe,112,2,,114
Hartford,Hartford City 19,State Senate,1,Rep,Barbara Ruhe,54,0,,54
Hartford,Hartford City 20,State Senate,1,Rep,Barbara Ruhe,43,1,,44
Hartford,Hartford City 21,State Senate,1,Rep,Barbara Ruhe,65,2,,67
Hartford,Hartford City 22,State Senate,1,Rep,Barbara Ruhe,78,2,,80
Hartford,Hartford City 23,State Senate,1,Rep,Barbara Ruhe,7,1,,8
Hartford,Hartford City CT,State Senate,1,Rep,Barbara Ruhe,822,20,0,842
Hartford,Hartford City 01,State Senate,1,Dem,John Fonfara,57,2,0,59
Hartford,Hartford City 10,State Senate,1,Dem,John Fonfara,328,106,0,434
Hartford,Hartford City 12,State Senate,1,Dem,John Fonfara,531,49,0,580
Hartford,Hartford City 13,State Senate,1,Dem,John Fonfara,460,11,0,471
Hartford,Hartford City 14,State Senate,1,Dem,John Fonfara,794,30,0,824
Hartford,Hartford City 15,State Senate,1,Dem,John Fonfara,630,10,0,640
Hartford,Hartford City 16,State Senate,1,Dem,John Fonfara,741,14,0,755
Hartford,Hartford City 17,State Senate,1,Dem,John Fonfara,536,12,0,548
Hartford,Hartford City 18,State Senate,1,Dem,John Fonfara,589,3,1,593
Hartford,Hartford City 19,State Senate,1,Dem,John Fonfara,502,13,4,519
Hartford,Hartford City 20,State Senate,1,Dem,John Fonfara,394,16,0,410
Hartford,Hartford City 21,State Senate,1,Dem,John Fonfara,488,16,0,504
Hartford,Hartford City 22,State Senate,1,Dem,John Fonfara,305,12,0,317
Hartford,Hartford City 23,State Senate,1,Dem,John Fonfara,197,4,0,201
Hartford,Hartford City CT,State Senate,1,Dem,John Fonfara,6552,298,5,6855
Hartford,Hartford City 01,State Senate,1,WF,John Fonfara,0,1,0,1
Hartford,Hartford City 10,State Senate,1,WF,John Fonfara,41,3,1,45
Hartford,Hartford City 12,State Senate,1,WF,John Fonfara,68,1,0,69
Hartford,Hartford City 13,State Senate,1,WF,John Fonfara,41,0,0,41
Hartford,Hartford City 14,State Senate,1,WF,John Fonfara,48,2,1,51
Hartford,Hartford City 15,State Senate,1,WF,John Fonfara,154,1,0,155
Hartford,Hartford City 16,State Senate,1,WF,John Fonfara,87,1,0,88
Hartford,Hartford City 17,State Senate,1,WF,John Fonfara,62,1,0,63
Hartford,Hartford City 18,State Senate,1,WF,John Fonfara,83,2,0,85
Hartford,Hartford City 19,State Senate,1,WF,John Fonfara,69,0,0,69
Hartford,Hartford City 20,State Senate,1,WF,John Fonfara,25,2,0,27
Hartford,Hartford City 21,State Senate,1,WF,John Fonfara,55,0,1,56
Hartford,Hartford City 22,State Senate,1,WF,John Fonfara,26,1,0,27
Hartford,Hartford City 23,State Senate,1,WF,John Fonfara,18,0,0,18
Hartford,Hartford City CT,State Senate,1,WF,John Fonfara,777,15,3,795
Hartford,Hartford City 01,State Senate,1,Green,Barbara Barry,1,0,,1
Hartford,Hartford City 10,State Senate,1,Green,Barbara Barry,7,,,7
Hartford,Hartford City 12,State Senate,1,Green,Barbara Barry,9,,,9
Hartford,Hartford City 13,State Senate,1,Green,Barbara Barry,5,1,,6
Hartford,Hartford City 14,State Senate,1,Green,Barbara Barry,9,,,9
Hartford,Hartford City 15,State Senate,1,Green,Barbara Barry,13,,,13
Hartford,Hartford City 16,State Senate,1,Green,Barbara Barry,21,,,21
Hartford,Hartford City 17,State Senate,1,Green,Barbara Barry,7,,,7
Hartford,Hartford City 18,State Senate,1,Green,Barbara Barry,2,,,2
Hartford,Hartford City 19,State Senate,1,Green,Barbara Barry,11,1,,12
Hartford,Hartford City 20,State Senate,1,Green,Barbara Barry,14,,,14
Hartford,Hartford City 21,State Senate,1,Green,Barbara Barry,16,,,16
Hartford,Hartford City 22,State Senate,1,Green,Barbara Barry,16,1,,17
Hartford,Hartford City 23,State Senate,1,Green,Barbara Barry,1,0,,1
Hartford,Hartford City CT,State Senate,1,Green,Barbara Barry,132,3,,135
Hartford,Hartford City 01,State Senate,1,PC,Alyssa Peterson,0,0,,0
Hartford,Hartford City 10,State Senate,1,PC,Alyssa Peterson,4,0,,4
Hartford,Hartford City 12,State Senate,1,PC,Alyssa Peterson,6,,,6
Hartford,Hartford City 13,State Senate,1,PC,Alyssa Peterson,5,,,5
Hartford,Hartford City 14,State Senate,1,PC,Alyssa Peterson,8,1,,9
Hartford,Hartford City 15,State Senate,1,PC,Alyssa Peterson,9,,,9
Hartford,Hartford City 16,State Senate,1,PC,Alyssa Peterson,14,,,14
Hartford,Hartford City 17,State Senate,1,PC,Alyssa Peterson,8,,,8
Hartford,Hartford City 18,State Senate,1,PC,Alyssa Peterson,5,,,5
Hartford,Hartford City 19,State Senate,1,PC,Alyssa Peterson,3,,,3
Hartford,Hartford City 20,State Senate,1,PC,Alyssa Peterson,3,,,3
Hartford,Hartford City 21,State Senate,1,PC,Alyssa Peterson,9,2,,11
Hartford,Hartford City 22,State Senate,1,PC,Alyssa Peterson,6,,,6
Hartford,Hartford City 23,State Senate,1,PC,Alyssa Peterson,0,,,0
Hartford,Hartford City CT,State Senate,1,PC,Alyssa Peterson,80,3,,83
Hartford,Hartford City 02,State Senate,2,Rep,Theresa Tillett,26,0,,26
Hartford,Hartford City 03,State Senate,2,Rep,Theresa Tillett,92,3,,95
Hartford,Hartford City 04,State Senate,2,Rep,Theresa Tillett,162,20,,182
Hartford,Hartford City 05,State Senate,2,Rep,Theresa Tillett,120,3,,123
Hartford,Hartford City 06,State Senate,2,Rep,Theresa Tillett,14,0,,14
Hartford,Hartford City 07,State Senate,2,Rep,Theresa Tillett,28,0,,28
Hartford,Hartford City 08,State Senate,2,Rep,Theresa Tillett,29,0,,29
Hartford,Hartford City 09,State Senate,2,Rep,Theresa Tillett,29,1,,30
Hartford,Hartford City 11,State Senate,2,Rep,Theresa Tillett,33,1,,34
Hartford,Hartford City 24,State Senate,2,Rep,Theresa Tillett,40,0,,40
Hartford,Hartford City CT,State Senate,2,Rep,Theresa Tillett,573,28,,601
Hartford,Hartford City 02,State Senate,2,Dem,Eric Coleman,871,66,0,937
Hartford,Hartford City 03,State Senate,2,Dem,Eric Coleman,803,20,2,825
Hartford,Hartford City 04,State Senate,2,Dem,Eric Coleman,494,50,0,544
Hartford,Hartford City 05,State Senate,2,Dem,Eric Coleman,682,43,0,725
Hartford,Hartford City 06,State Senate,2,Dem,Eric Coleman,551,26,1,578
Hartford,Hartford City 07,State Senate,2,Dem,Eric Coleman,1069,35,0,1104
Hartford,Hartford City 08,State Senate,2,Dem,Eric Coleman,965,20,5,990
Hartford,Hartford City 09,State Senate,2,Dem,Eric Coleman,245,10,0,255
Hartford,Hartford City 11,State Senate,2,Dem,Eric Coleman,195,3,1,199
Hartford,Hartford City 24,State Senate,2,Dem,Eric Coleman,1062,74,7,1143
Hartford,Hartford City CT,State Senate,2,Dem,Eric Coleman,6937,347,15,7299
Hartford,Hartford City 02,State Senate,2,WF,Eric Coleman,122,2,6,130
Hartford,Hartford City 03,State Senate,2,WF,Eric Coleman,129,1,0,130
Hartford,Hartford City 04,State Senate,2,WF,Eric Coleman,61,3,0,64
Hartford,Hartford City 05,State Senate,2,WF,Eric Coleman,144,4,1,149
Hartford,Hartford City 06,State Senate,2,WF,Eric Coleman,70,4,0,74
Hartford,Hartford City 07,State Senate,2,WF,Eric Coleman,168,5,5,178
Hartford,Hartford City 08,State Senate,2,WF,Eric Coleman,88,0,0,88
Hartford,Hartford City 09,State Senate,2,WF,Eric Coleman,38,0,1,39
Hartford,Hartford City 11,State Senate,2,WF,Eric Coleman,30,0,0,30
Hartford,Hartford City 24,State Senate,2,WF,Eric Coleman,42,6,0,48
Hartford,Hartford City CT,State Senate,2,WF,Eric Coleman,892,25,13,930
Hartford,Hartford City 01,State Assembly,1,Rep,Kenneth Lerman,1,0,,1
Hartford,Hartford City 02,State Assembly,1,Rep,Kenneth Lerman,25,0,,25
Hartford,Hartford City 03,State Assembly,1,Rep,Kenneth Lerman,94,3,,97
Hartford,Hartford City 04,State Assembly,1,Rep,Kenneth Lerman,93,13,,106
Hartford,Hartford City 05,State Assembly,1,Rep,Kenneth Lerman,94,5,,99
Hartford,Hartford City CT,State Assembly,1,Rep,Kenneth Lerman,307,21,,328
Hartford,Hartford City 01,State Assembly,1,Dem,Matthew Ritter,57,3,,60
Hartford,Hartford City 02,State Assembly,1,Dem,Matthew Ritter,944,69,,1013
Hartford,Hartford City 03,State Assembly,1,Dem,Matthew Ritter,895,22,,917
Hartford,Hartford City 04,State Assembly,1,Dem,Matthew Ritter,637,58,,695
Hartford,Hartford City 05,State Assembly,1,Dem,Matthew Ritter,834,47,,881
Hartford,Hartford City CT,State Assembly,1,Dem,Matthew Ritter,3367,199,,3566
Hartford,Hartford City 11,State Assembly,3,Rep,Sweets Wilson,43,1,,44
Hartford,Hartford City 12,State Assembly,3,Rep,Sweets Wilson,59,3,,62
Hartford,Hartford City 13,State Assembly,3,Rep,Sweets Wilson,44,1,,45
Hartford,Hartford City 14,State Assembly,3,Rep,Sweets Wilson,77,2,,79
Hartford,Hartford City CT,State Assembly,3,Rep,Sweets Wilson,223,7,,230
Hartford,Hartford City 11,State Assembly,3,Dem,Minnie Gonzalez,189,3,,192
Hartford,Hartford City 12,State Assembly,3,Dem,Minnie Gonzalez,604,54,,658
Hartford,Hartford City 13,State Assembly,3,Dem,Minnie Gonzalez,501,12,,513
Hartford,Hartford City 14,State Assembly,3,Dem,Minnie Gonzalez,778,30,,808
Hartford,Hartford City CT,State Assembly,3,Dem,Minnie Gonzalez,2072,99,,2171
Hartford,Hartford City 11,State Assembly,3,Green,Victor Luna,15,0,,15
Hartford,Hartford City 12,State Assembly,3,Green,Victor Luna,32,3,,35
Hartford,Hartford City 13,State Assembly,3,Green,Victor Luna,32,1,,33
Hartford,Hartford City 14,State Assembly,3,Green,Victor Luna,41,2,,43
